time_period,time_identifier,geographic_level,country_name,country_code,sector,soc_4_labelled,soc_3_labelled,soc_2_labelled,soc_1_labelled,sample_occupations_estab_has_vacancy,vac_sum,htfv_sum,ssv_sum,htfv_den,ssv_den
2015,Calendar year,National,United Kingdom,K02000001,Total,1136 - Information technology and telecommunications directors,Total,Total,Total,6,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,1162 - Managers and directors in storage and warehousing,Total,Total,Total,24,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,1226 - Travel agency managers and proprietors,Total,Total,Total,c,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,1241 - Health care practice managers,Total,Total,Total,5,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,2111 - Chemical scientists,Total,Total,Total,24,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,2113 - Physical scientists,Total,Total,Total,10,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,2119 - Natural and social science professionals n.e.c.,Total,Total,Total,34,2964.35977023,630.99591235,625.96991349,21.2860773070416,21.1165297740305
2015,Calendar year,National,United Kingdom,K02000001,Total,2122 - Mechanical engineers,Total,Total,Total,57,3001.29252579,2196.39001403,2077.32345068,73.1814708215377,69.2142946023966
2015,Calendar year,National,United Kingdom,K02000001,Total,2123 - Electrical engineers,Total,Total,Total,44,900.92224368,357.17067014,324.18749582,39.6450051761475,35.983959558573
2015,Calendar year,National,United Kingdom,K02000001,Total,2124 - Electronics engineers,Total,Total,Total,17,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,2127 - Production and process engineers,Total,Total,Total,25,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,"2135 - It business analysts, architects and systems designers",Total,Total,Total,40,822.56293033,341.26307284,281.66551024,41.4877768322346,34.2424269140113
2015,Calendar year,National,United Kingdom,K02000001,Total,2150 - Research and development managers,Total,Total,Total,25,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,2211 - Medical practitioners,Total,Total,Total,63,3141.78608662,1173.19879075,782.5485002,37.3417781607198,24.9077587914931
2015,Calendar year,National,United Kingdom,K02000001,Total,2216 - Veterinarians,Total,Total,Total,58,717.78315579,458.33371251,321.94119995,63.8540635584507,44.8521530984755
2015,Calendar year,National,United Kingdom,K02000001,Total,2311 - Higher education teaching professionals,Total,Total,Total,41,2219.54109409,57.37092396,33.9782656,2.58481017147023,1.53086895712246
2015,Calendar year,National,United Kingdom,K02000001,Total,2412 - Barristers and judges,Total,Total,Total,c,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,2413 - Solicitors,Total,Total,Total,92,3360.65939189,1138.3568758,770.55253411,33.8730214239236,22.9286114495718
2015,Calendar year,National,United Kingdom,K02000001,Total,2423 - Management consultants and business analysts,Total,Total,Total,66,1998.81744667,218.6368711,218.6368711,10.9383111231216,10.9383111231216
2015,Calendar year,National,United Kingdom,K02000001,Total,"2425 - Actuaries, economists and statisticians",Total,Total,Total,26,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,"2429 - Business, research and administrative professionals n.e.c.",Total,Total,Total,20,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,2431 - Architects,Total,Total,Total,89,2023.03790244,560.737071,434.98958263,27.7175761424782,21.5018009353832
2015,Calendar year,National,United Kingdom,K02000001,Total,2433 - Quantity surveyors,Total,Total,Total,85,2714.59410346,2088.33881358,1889.28016557,76.9300578277327,69.5971513075174
2015,Calendar year,National,United Kingdom,K02000001,Total,2434 - Chartered surveyors,Total,Total,Total,88,2165.08041975,1015.19831923,900.35422033,46.8896355982576,41.5852553150872
2015,Calendar year,National,United Kingdom,K02000001,Total,2435 - Chartered architectural technologists,Total,Total,Total,11,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,2436 - Construction project managers and related professionals,Total,Total,Total,64,1697.35857732,726.35551916,635.94670921,42.7932865138526,37.4668451149616
2015,Calendar year,National,United Kingdom,K02000001,Total,2461 - Quality control and planning engineers,Total,Total,Total,17,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,2463 - Environmental health professionals,Total,Total,Total,10,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,3111 - Laboratory technicians,Total,Total,Total,49,2537.97804996,704.33950557,654.46078217,27.7519935832818,25.7866998566168
2015,Calendar year,National,United Kingdom,K02000001,Total,3112 - Electrical and electronics technicians,Total,Total,Total,11,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,3113 - Engineering technicians,Total,Total,Total,61,1326.67391098,665.72971408,580.95569222,50.1803577028384,43.790390947754
2015,Calendar year,National,United Kingdom,K02000001,Total,3115 - Quality assurance technicians,Total,Total,Total,44,658.79927904,162.62192799,162.62192799,24.6845941038327,24.6845941038327
2015,Calendar year,National,United Kingdom,K02000001,Total,"3116 - Planning, process and production technicians",Total,Total,Total,13,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,3121 - Architectural and town planning technicians,Total,Total,Total,51,969.48006486,389.12635163,314.36459038,40.1376331225741,32.4261015542797
2015,Calendar year,National,United Kingdom,K02000001,Total,3218 - Medical and dental technicians,Total,Total,Total,21,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,3313 - Fire service officers (watch manager and below),Total,Total,Total,12,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,3319 - Protective service associate professionals n.e.c.,Total,Total,Total,12,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,"3422 - Product, clothing and related designers",Total,Total,Total,141,3186.15781584,1267.37448755,1120.52894678,39.7775176499181,35.1686580372537
2015,Calendar year,National,United Kingdom,K02000001,Total,3532 - Brokers,Total,Total,Total,27,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,3534 - Finance and investment analysts and advisers,Total,Total,Total,70,3114.25784028,1202.39530499,1156.96803333,38.6093691228178,37.1506822063898
2015,Calendar year,National,United Kingdom,K02000001,Total,3544 - Estate agents and auctioneers,Total,Total,Total,95,2576.15234364,388.79165679,157.24104721,15.0919512873471,6.103716948192
2015,Calendar year,National,United Kingdom,K02000001,Total,4123 - Bank and post office clerks,Total,Total,Total,103,3319.59220656,453.43207808,312.37614157,13.6592704725584,9.41007576029065
2015,Calendar year,National,United Kingdom,K02000001,Total,4124 - Finance officers,Total,Total,Total,15,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,4133 - Stock control clerks and assistants,Total,Total,Total,41,9157.94019746,393.44502283,264.14492878,4.29621742822828,2.88432685827389
2015,Calendar year,National,United Kingdom,K02000001,Total,4134 - Transport and distribution clerks and assistants,Total,Total,Total,70,1808.30416678,435.57176128,315.49270865,24.0873061778988,17.446882800242
2015,Calendar year,National,United Kingdom,K02000001,Total,4217 - Typists and related keyboard occupations,Total,Total,Total,20,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,5216 - Pipe fitters,Total,Total,Total,9,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,5221 - Metal machining setters and setter-operators,Total,Total,Total,94,2091.39185534,1388.67253735,1281.55556972,66.3994427349552,61.2776398859819
2015,Calendar year,National,United Kingdom,K02000001,Total,"5222 - Tool makers, tool fitters and markers-out",Total,Total,Total,25,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,5232 - Vehicle body builders and repairers,Total,Total,Total,38,804.15434992,721.99034694,702.29806646,89.7825581633459,87.3337396645143
2015,Calendar year,National,United Kingdom,K02000001,Total,5234 - Vehicle paint technicians,Total,Total,Total,19,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,5235 - Aircraft maintenance and related trades,Total,Total,Total,11,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,5236 - Boat and ship builders and repairers,Total,Total,Total,7,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,5237 - Rail and rolling stock builders and repairers,Total,Total,Total,c,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,5242 - Telecommunications engineers,Total,Total,Total,22,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,5249 - Electrical and electronic trades n.e.c.,Total,Total,Total,71,2043.80991219,884.65410802,737.14069997,43.2845590357309,36.0669891839468
2015,Calendar year,National,United Kingdom,K02000001,Total,5311 - Steel erectors,Total,Total,Total,9,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,5312 - Bricklayers and masons,Total,Total,Total,60,1258.7128662,561.8345094,474.91091298,44.6356372836765,37.7298846887722
2015,Calendar year,National,United Kingdom,K02000001,Total,5314 - Plumbers and heating and ventilating engineers,Total,Total,Total,126,3322.50111284,1432.30345474,1249.80049421,43.1091941310352,37.6162550971036
2015,Calendar year,National,United Kingdom,K02000001,Total,5323 - Painters and decorators,Total,Total,Total,42,1083.49284366,379.40069269,320.73037538,35.0164465700021,29.6015222672431
2015,Calendar year,National,United Kingdom,K02000001,Total,5330 - Construction and building trades supervisors,Total,Total,Total,31,547.6602935,258.22521552,249.50068613,47.1506184736761,45.557563528202
2015,Calendar year,National,United Kingdom,K02000001,Total,"5419 - Textiles, garments and related trades n.e.c.",Total,Total,Total,9,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,5421 - Pre-press technicians,Total,Total,Total,c,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,5422 - Printers,Total,Total,Total,23,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,5423 - Print finishing and binding workers,Total,Total,Total,15,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,5431 - Butchers,Total,Total,Total,35,871.0349657,510.32259489,386.9378406,58.5880722342625,44.422767837918
2015,Calendar year,National,United Kingdom,K02000001,Total,6131 - Veterinary nurses,Total,Total,Total,35,659.4793919,280.09383996,220.39405311,42.4719624904476,33.4193995774502
2015,Calendar year,National,United Kingdom,K02000001,Total,6132 - Pest control officers,Total,Total,Total,c,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,6143 - Dental nurses,Total,Total,Total,65,1383.36230716,536.54194193,344.62808931,38.7853521201907,24.9123521384294
2015,Calendar year,National,United Kingdom,K02000001,Total,6147 - Care escorts,Total,Total,Total,11,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,7115 - Vehicle and parts salespersons and advisers,Total,Total,Total,92,1720.10043693,518.45154815,394.89138019,30.1407718420979,22.9574606058931
2015,Calendar year,National,United Kingdom,K02000001,Total,7121 - Collector salespersons and credit agents,Total,Total,Total,9,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,"7122 - Debt, rent and other cash collectors",Total,Total,Total,9,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,7125 - Merchandisers and window dressers,Total,Total,Total,27,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,7211 - Call and contact centre occupations,Total,Total,Total,69,5240.28051358,1205.80116761,1060.00055647,23.0102408541911,20.2279353886313
2015,Calendar year,National,United Kingdom,K02000001,Total,7213 - Telephonists,Total,Total,Total,23,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,7214 - Communication operators,Total,Total,Total,29,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,7215 - Market research interviewers,Total,Total,Total,c,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,"8111 - Food, drink and tobacco process operatives",Total,Total,Total,86,5084.98549841,1575.7112641,1058.80381741,30.9875271933952,20.8221600187665
2015,Calendar year,National,United Kingdom,K02000001,Total,8113 - Textile process operatives,Total,Total,Total,32,679.31548301,352.96052879,301.83400657,51.9582635193381,44.4320811344671
2015,Calendar year,National,United Kingdom,K02000001,Total,8114 - Chemical and related process operatives,Total,Total,Total,37,885.72852926,228.07355577,197.53686307,25.7498260737462,22.3021904053419
2015,Calendar year,National,United Kingdom,K02000001,Total,8116 - Plastics process operatives,Total,Total,Total,32,933.57561027,194.78899873,148.25839083,20.8648337196454,15.880705236839
2015,Calendar year,National,United Kingdom,K02000001,Total,8117 - Metal making and treating process operatives,Total,Total,Total,20,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,8119 - Process operatives n.e.c.,Total,Total,Total,43,762.68839424,348.5206619,318.42032985,45.6963373944207,41.7497279694806
2015,Calendar year,National,United Kingdom,K02000001,Total,8123 - Quarry workers and related operatives,Total,Total,Total,15,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,8124 - Energy plant operatives,Total,Total,Total,c,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,8127 - Printing machine assistants,Total,Total,Total,32,904.22023803,214.12456177,206.45107433,23.6805761212011,22.8319457635442
2015,Calendar year,National,United Kingdom,K02000001,Total,8129 - Plant and machine operatives n.e.c.,Total,Total,Total,35,643.53784662,97.67346558,88.01860043,15.1775790799255,13.6772997722345
2015,Calendar year,National,United Kingdom,K02000001,Total,8131 - Assemblers (electrical and electronic products),Total,Total,Total,44,837.35488806,339.26549356,237.0380168,40.5163328473566,28.307951643917
2015,Calendar year,National,United Kingdom,K02000001,Total,8132 - Assemblers (vehicles and metal goods),Total,Total,Total,9,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,8133 - Routine inspectors and testers,Total,Total,Total,47,683.04814773,383.0780287,354.09823621,56.0836055222605,51.8408896044574
2015,Calendar year,National,United Kingdom,K02000001,Total,"8134 - Weighers, graders and sorters",Total,Total,Total,c,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,"8141 - Scaffolders, stagers and riggers",Total,Total,Total,54,2105.42033629,1507.93263629,1115.73359986,71.6214529848779,52.9933895207859
2015,Calendar year,National,United Kingdom,K02000001,Total,8211 - Large goods vehicle drivers,Total,Total,Total,395,11373.4750956,5846.63073841,3769.15788199,51.4058428867695,33.1398965602708
2015,Calendar year,National,United Kingdom,K02000001,Total,8213 - Bus and coach drivers,Total,Total,Total,120,6684.8105207,3524.2895399,3258.28600841,52.7208591625265,48.7416359569277
2015,Calendar year,National,United Kingdom,K02000001,Total,8221 - Crane drivers,Total,Total,Total,6,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,8222 - Fork-lift truck drivers,Total,Total,Total,27,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,8223 - Agricultural machinery drivers,Total,Total,Total,22,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,9112 - Forestry workers,Total,Total,Total,9,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,9132 - Industrial cleaning process occupations,Total,Total,Total,11,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,"9134 - Packers, bottlers, canners and fillers",Total,Total,Total,48,1357.27954457,506.25887998,296.2761309,37.2995291946574,21.8286742834442
2015,Calendar year,National,United Kingdom,K02000001,Total,"9211 - Postal workers, mail sorters, messengers and couriers",Total,Total,Total,56,1273.14609224,255.7257105,160.55683373,20.0861246057058,12.6110298502753
2015,Calendar year,National,United Kingdom,K02000001,Total,9231 - Window cleaners,Total,Total,Total,6,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,9235 - Refuse and salvage occupations,Total,Total,Total,29,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,9236 - Vehicle valeters and cleaners,Total,Total,Total,14,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,9239 - Elementary cleaning occupations n.e.c.,Total,Total,Total,c,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,"5214 - Metal plate workers, and riveters",Total,Total,Total,c,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,"5313 - Roofers, roof tilers and slaters",Total,Total,Total,35,1207.41006063,587.17152319,431.09388024,48.6306634618919,35.7040159177624
2015,Calendar year,National,United Kingdom,K02000001,Total,"5316 - Glaziers, window fabricators and fitters",Total,Total,Total,53,1113.87846452,692.91855841,551.70421271,62.2077345492623,49.5300187842077
2015,Calendar year,National,United Kingdom,K02000001,Total,5321 - Plasterers,Total,Total,Total,16,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,5322 - Floorers and wall tilers,Total,Total,Total,25,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,5442 - Furniture makers and other craft woodworkers,Total,Total,Total,38,735.92492134,355.92708284,247.0793523,48.3645916205575,33.573989021884
2015,Calendar year,National,United Kingdom,K02000001,Total,8112 - Glass and ceramics process operatives,Total,Total,Total,11,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,8142 - Road construction operatives,Total,Total,Total,14,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,2222 - Occupational therapists,Total,Total,Total,13,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,2223 - Speech and language therapists,Total,Total,Total,c,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,2315 - Primary and nursery education teaching professionals,Total,Total,Total,551,7913.61668517,1787.25359875,1080.68986371,22.5845358684012,13.6560804838475
2015,Calendar year,National,United Kingdom,K02000001,Total,3414 - Dancers and choreographers,Total,Total,Total,c,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,3512 - Aircraft pilots and flight engineers,Total,Total,Total,c,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,6125 - Teaching assistants,Total,Total,Total,264,4552.79370065,525.33458342,398.05378505,11.5387302382051,8.74306659212716
2015,Calendar year,National,United Kingdom,K02000001,Total,6144 - Houseparents and residential wardens,Total,Total,Total,24,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,8215 - Driving instructors,Total,Total,Total,c,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,3533 - Insurance underwriters,Total,Total,Total,19,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,1181 - Health services and public health managers and directors,Total,Total,Total,12,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,2215 - Dental practitioners,Total,Total,Total,17,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,2217 - Medical radiographers,Total,Total,Total,6,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,2218 - Podiatrists,Total,Total,Total,c,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,2232 - Midwives,Total,Total,Total,c,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,2443 - Probation officers,Total,Total,Total,c,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,6142 - Ambulance staff (excluding paramedics),Total,Total,Total,12,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,9271 - Hospital porters,Total,Total,Total,c,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,1224 - Publicans and managers of licensed premises,Total,Total,Total,56,774.45267688,265.95662824,191.94880862,34.3412368734325,24.7850920205086
2015,Calendar year,National,United Kingdom,K02000001,Total,5432 - Bakers and flour confectioners,Total,Total,Total,37,554.71195858,233.2005038,164.56889063,42.0399272438559,29.6674495807297
2015,Calendar year,National,United Kingdom,K02000001,Total,1254 - Shopkeepers and proprietors – wholesale and retail,Total,Total,Total,5,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,2214 - Ophthalmic opticians,Total,Total,Total,16,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,5211 - Smiths and forge workers,Total,Total,Total,5,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,5411 - Weavers and knitters,Total,Total,Total,c,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,5413 - Footwear and leather working trades,Total,Total,Total,10,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,8115 - Rubber process operatives,Total,Total,Total,7,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,8126 - Water and sewerage plant operatives,Total,Total,Total,11,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,"8135 - Tyre, exhaust and windscreen fitters",Total,Total,Total,18,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,"1173 - Senior officers in fire, ambulance, prison and related services",Total,Total,Total,c,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,3217 - Pharmaceutical technicians,Total,Total,Total,14,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,3311 - Ncos and other ranks,Total,Total,Total,c,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,3314 - Prison service officers (below principal officer),Total,Total,Total,10,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,1252 - Garage managers and proprietors,Total,Total,Total,6,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,3213 - Paramedics,Total,Total,Total,c,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,3513 - Ship and hovercraft officers,Total,Total,Total,c,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,6215 - Rail travel assistants,Total,Total,Total,c,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,8232 - Marine and waterways transport operatives,Total,Total,Total,5,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,3216 - Dispensing opticians,Total,Total,Total,8,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,5433 - Fishmongers and poultry dressers,Total,Total,Total,c,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,5443 - Florists,Total,Total,Total,15,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,7123 - Roundspersons and van salespersons,Total,Total,Total,c,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,7124 - Market and street traders and assistants,Total,Total,Total,c,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,3536 - Importers and exporters,Total,Total,Total,c,u,u,u,u,u
2015,Calendar year,National,United Kingdom,K02000001,Total,Total,Total,Total,Total,33651,914168.88064028,303237.72615756,209485.01921844,33.170865097177,22.9153522565456
2017,Calendar year,National,United Kingdom,K02000001,Total,1115 - Chief executives and senior officials,Total,Total,Total,23,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,1122 - Production managers and directors in construction,Total,Total,Total,75,2104.65328986778,645.938318753706,578.458312209539,30.6909609227981,27.4847318080537
2017,Calendar year,National,United Kingdom,K02000001,Total,1131 - Financial managers and directors,Total,Total,Total,85,3343.06669847199,157.864095962519,136.474050821926,4.72213420194917,4.08230116630052
2017,Calendar year,National,United Kingdom,K02000001,Total,1132 - Marketing and sales directors,Total,Total,Total,35,398.838982572687,109.956364791876,81.5785188814794,27.5691117459505,20.4539983417022
2017,Calendar year,National,United Kingdom,K02000001,Total,1133 - Purchasing managers and directors,Total,Total,Total,23,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,1135 - Human resource managers and directors,Total,Total,Total,48,1112.40218852172,468.720375391836,445.358698980475,42.1358731786319,40.0357625664435
2017,Calendar year,National,United Kingdom,K02000001,Total,1139 - Functional managers and directors n.e.c.,Total,Total,Total,69,972.344063661726,143.900602015176,135.593388442238,14.7993500853252,13.9450009013898
2017,Calendar year,National,United Kingdom,K02000001,Total,1150 - Financial institution managers and directors,Total,Total,Total,30,420.793586699735,89.6631628192699,73.6127654595694,21.3081105922964,17.4937945316399
2017,Calendar year,National,United Kingdom,K02000001,Total,1161 - Managers and directors in transport and distribution,Total,Total,Total,45,839.076073897157,202.815120002712,202.815120002712,24.1712433844908,24.1712433844908
2017,Calendar year,National,United Kingdom,K02000001,Total,1162 - Managers and directors in storage and warehousing,Total,Total,Total,33,504.512385784237,208.532080533585,149.23740452813,41.3333916885773,29.5805234387158
2017,Calendar year,National,United Kingdom,K02000001,Total,1181 - Health services and public health managers and directors,Total,Total,Total,20,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,1184 - Social services managers and directors,Total,Total,Total,32,504.915608972927,91.567053052012,71.5104318989082,18.1351202903537,14.1628483311045
2017,Calendar year,National,United Kingdom,K02000001,Total,1190 - Managers and directors in retail and wholesale,Total,Total,Total,232,5858.35768210053,1981.33423625776,924.187414557242,33.8206429817606,15.7755375261736
2017,Calendar year,National,United Kingdom,K02000001,Total,1221 - Hotel and accommodation managers and proprietors,Total,Total,Total,60,810.613714089012,215.839597127296,128.914583426625,26.626689553342,15.9033311657578
2017,Calendar year,National,United Kingdom,K02000001,Total,1223 - Restaurant and catering establishment managers and proprietors,Total,Total,Total,131,1664.34281339083,798.358037162702,566.869115407831,47.9683650951799,34.0596366834382
2017,Calendar year,National,United Kingdom,K02000001,Total,1224 - Publicans and managers of licensed premises,Total,Total,Total,60,1169.85533302298,184.122120358922,96.4194086746241,15.7388794290606,8.24199419816042
2017,Calendar year,National,United Kingdom,K02000001,Total,1225 - Leisure and sports managers,Total,Total,Total,85,989.214444562856,184.830674899383,118.08990113889,18.6845911839734,11.9377453279178
2017,Calendar year,National,United Kingdom,K02000001,Total,1226 - Travel agency managers and proprietors,Total,Total,Total,6,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,"1242 - Residential, day and domiciliary  care managers and proprietors",Total,Total,Total,56,791.229111088806,240.67772271857,146.694841857417,30.4182087521242,18.5401219193705
2017,Calendar year,National,United Kingdom,K02000001,Total,"1251 - Property, housing and estate managers",Total,Total,Total,86,1938.220227367,299.692548807649,209.654317797085,15.4622547312268,10.8168470660268
2017,Calendar year,National,United Kingdom,K02000001,Total,1253 - Hairdressing and beauty salon managers and proprietors,Total,Total,Total,6,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,1255 - Waste disposal and environmental services managers,Total,Total,Total,16,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,1259 - Managers and proprietors in other services n.e.c.,Total,Total,Total,91,1540.95675863228,441.553384084449,367.430303745742,28.6544954367416,23.8442968426878
2017,Calendar year,National,United Kingdom,K02000001,Total,2112 - Biological scientists and biochemists,Total,Total,Total,24,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,2113 - Physical scientists,Total,Total,Total,15,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,2114 - Social and humanities scientists,Total,Total,Total,22,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,2122 - Mechanical engineers,Total,Total,Total,73,1751.58371730566,765.823725998033,619.771227228041,43.721788369673,35.3834773128281
2017,Calendar year,National,United Kingdom,K02000001,Total,2124 - Electronics engineers,Total,Total,Total,30,437.310279117648,276.676919556444,261.698921985298,63.2678747260845,59.8428471686791
2017,Calendar year,National,United Kingdom,K02000001,Total,2133 - It specialist managers,Total,Total,Total,51,785.18393255491,143.190665117405,143.190665117405,18.236576065875,18.236576065875
2017,Calendar year,National,United Kingdom,K02000001,Total,2136 - Programmers and software development professionals,Total,Total,Total,338,9259.45532541009,4632.7044735823,4452.48843767125,50.0321488767172,48.0858569018913
2017,Calendar year,National,United Kingdom,K02000001,Total,2137 - Web design and development professionals,Total,Total,Total,153,3228.92388986385,1748.1189082222,1474.03046728566,54.1393655548788,45.6508272589795
2017,Calendar year,National,United Kingdom,K02000001,Total,2139 - Information technology and telecommunications professionals n.e.c.,Total,Total,Total,90,1694.10861296782,516.00052627971,431.518856131398,30.4585268223007,25.4717349778089
