time_period,time_identifier,geographic_level,country_code,country_name,institution_group,institution_type,breakdown_topic,breakdown,data_type,version,inst_count,cohort,overall,education,fe,ssf,sfc,other_edu,ind,appru,special,spi,edu_combo,he,appren,appl3,appl2,all_work,all_notsust,notsust,notsust_ben,only_ben,all_unknown,unknown_id,unknown
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Other difficulty or disability,Percentage,Revised,z,4204,89.3,82.7,48.6,24.6,8.1,1.4,0.3,0.3,0.3,0.1,0.4,0,3.8,1.4,2.4,2.8,7.3,6.6,0.5,0.2,3.4,3.2,0.2
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Physical disability,Number of students,Revised,z,2387,2221,2135,1102,716,263,54,4,11,19,15,5,0,45,16,29,41,110,98,6,6,56,56,0
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Physical disability,Percentage,Revised,z,2387,93,89.4,46.2,30,11,2.3,0.2,0.5,0.8,0.6,0.2,0,1.9,0.7,1.2,1.7,4.6,4.1,0.3,0.3,2.3,2.3,0
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Profound & multiple learning difficulty,Number of students,Revised,z,62,58,54,39,11,0,4,0,0,4,0,0,0,1,0,1,3,0,0,0,0,4,4,0
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Profound & multiple learning difficulty,Percentage,Revised,z,62,93.5,87.1,62.9,17.7,0,6.5,0,0,6.5,0,0,0,1.6,0,1.6,4.8,0,0,0,0,6.5,6.5,0
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,SEN support but no specialist assessment of type,Number of students,Revised,z,1694,1482,1340,832,343,152,13,4,0,3,0,6,0,77,26,51,65,155,139,10,6,57,52,5
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,SEN support but no specialist assessment of type,Percentage,Revised,z,1694,87.5,79.1,49.1,20.2,9,0.8,0.2,0,0.2,0,0.4,0,4.5,1.5,3,3.8,9.1,8.2,0.6,0.4,3.4,3.1,0.3
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Severe learning difficulty,Number of students,Revised,z,342,310,299,229,43,12,15,0,2,9,3,1,0,5,1,4,6,21,18,1,2,11,11,0
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Severe learning difficulty,Percentage,Revised,z,342,90.6,87.4,67,12.6,3.5,4.4,0,0.6,2.6,0.9,0.3,0,1.5,0.3,1.2,1.8,6.1,5.3,0.3,0.6,3.2,3.2,0
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Social emotional and mental health,Number of students,Revised,z,16421,13087,11759,7755,2655,1023,326,43,136,57,42,46,2,495,154,341,833,2368,2045,166,157,966,950,16
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Social emotional and mental health,Percentage,Revised,z,16421,79.7,71.6,47.2,16.2,6.2,2,0.3,0.8,0.3,0.3,0.3,low,3,0.9,2.1,5.1,14.4,12.5,1,1,5.9,5.8,0.1
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Specific learning difficulty,Number of students,Revised,z,16037,14565,13081,8065,3527,1327,162,74,29,19,8,32,0,847,278,569,637,1046,969,44,33,426,408,18
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Specific learning difficulty,Percentage,Revised,z,16037,90.8,81.6,50.3,22,8.3,1,0.5,0.2,0.1,low,0.2,0,5.3,1.7,3.5,4,6.5,6,0.3,0.2,2.7,2.5,0.1
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Speech language and communications needs,Number of students,Revised,z,7668,6854,6520,4279,1529,606,106,16,25,35,14,15,1,164,46,118,170,532,485,19,28,282,274,8
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Speech language and communications needs,Percentage,Revised,z,7668,89.4,85,55.8,19.9,7.9,1.4,0.2,0.3,0.5,0.2,0.2,low,2.1,0.6,1.5,2.2,6.9,6.3,0.2,0.4,3.7,3.6,0.1
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Visual impairment,Number of students,Revised,z,1057,971,921,416,370,105,30,6,2,7,11,4,0,23,12,11,27,63,59,3,1,23,22,1
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Visual impairment,Percentage,Revised,z,1057,91.9,87.1,39.4,35,9.9,2.8,0.6,0.2,0.7,1,0.4,0,2.2,1.1,1,2.6,6,5.6,0.3,0.1,2.2,2.1,0.1
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Provision,Identified SEN,Number of students,Revised,z,75259,65700,60514,38736,15063,5543,1172,218,305,305,166,173,5,2510,790,1720,2676,6594,5873,379,342,2965,2878,87
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Provision,Identified SEN,Percentage,Revised,z,75259,87.3,80.4,51.5,20,7.4,1.6,0.3,0.4,0.4,0.2,0.2,low,3.3,1,2.3,3.6,8.8,7.8,0.5,0.5,3.9,3.8,0.1
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Provision,No identified SEN,Number of students,Revised,z,488651,458860,427654,156031,198774,69025,3824,2336,165,63,16,1158,86,16633,7472,9161,14573,21642,19442,1363,837,8149,7404,745
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Provision,No identified SEN,Percentage,Revised,z,488651,93.9,87.5,31.9,40.7,14.1,0.8,0.5,low,low,low,0.2,low,3.4,1.5,1.9,3,4.4,4,0.3,0.2,1.7,1.5,0.2
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Provision,SEN support,Number of students,Revised,z,63857,55562,50769,32095,13270,4869,535,182,96,68,26,159,4,2347,746,1601,2446,5809,5164,348,297,2486,2407,79
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Provision,SEN support,Percentage,Revised,z,63857,87,79.5,50.3,20.8,7.6,0.8,0.3,0.2,0.1,low,0.2,low,3.7,1.2,2.5,3.8,9.1,8.1,0.5,0.5,3.9,3.8,0.1
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Provision,SEN with EHC plan or statement,Number of students,Revised,z,11402,10138,9745,6641,1793,674,637,36,209,237,140,14,1,163,44,119,230,785,709,31,45,479,471,8
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Provision,SEN with EHC plan or statement,Percentage,Revised,z,11402,88.9,85.5,58.2,15.7,5.9,5.6,0.3,1.8,2.1,1.2,0.1,low,1.4,0.4,1,2,6.9,6.2,0.3,0.4,4.2,4.1,0.1
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Sex,Female,Number of students,Revised,z,278885,261995,246554,90467,111205,42125,2757,1501,199,150,75,759,73,6886,1992,4894,8555,13000,10987,1198,815,3890,3544,346
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Sex,Female,Percentage,Revised,z,278885,93.9,88.4,32.4,39.9,15.1,1,0.5,0.1,0.1,low,0.3,low,2.5,0.7,1.8,3.1,4.7,3.9,0.4,0.3,1.4,1.3,0.1
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Sex,Male,Number of students,Revised,z,285025,262565,241614,104300,102632,32443,2239,1053,271,218,107,572,18,12257,6270,5987,8694,15236,14328,544,364,7224,6738,486
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Sex,Male,Percentage,Revised,z,285025,92.1,84.8,36.6,36,11.4,0.8,0.4,0.1,0.1,low,0.2,low,4.3,2.2,2.1,3.1,5.3,5,0.2,0.1,2.5,2.4,0.2
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Total,Total,Number of students,Revised,3227,563910,524560,488168,194767,213837,74568,4996,2554,470,368,182,1331,91,19143,8262,10881,17249,28236,25315,1742,1179,11114,10282,832
202021,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Total,Total,Percentage,Revised,3227,563910,93,86.6,34.5,37.9,13.2,0.9,0.5,0.1,0.1,low,0.2,low,3.4,1.5,1.9,3.1,5,4.5,0.3,0.2,2,1.8,0.1
202021,Academic year,National,E92000001,England,State-funded mainstream schools,University Technical College,Total,Total,Number of students,Revised,z,3375,3088,2724,916,1651,136,21,2,2,1,1,15,0,199,107,92,165,208,186,12,10,79,73,6
202021,Academic year,National,E92000001,England,State-funded mainstream schools,University Technical College,Total,Total,Percentage,Revised,z,3375,91.5,80.7,27.1,48.9,4,0.6,0.1,0.1,low,low,0.4,0,5.9,3.2,2.7,4.9,6.2,5.5,0.4,0.3,2.3,2.2,0.2
202021,Academic year,National,E92000001,England,Total,Total,Total,Total,Number of students,Revised,4464,584210,540489,503355,200591,214095,74818,13851,2637,1847,7428,504,1343,92,19355,8310,11045,17779,30853,27442,1982,1429,12868,11956,912
202021,Academic year,National,E92000001,England,Total,Total,Total,Total,Percentage,Revised,4464,584210,92.5,86.2,34.3,36.6,12.8,2.4,0.5,0.3,1.3,0.1,0.2,low,3.3,1.4,1.9,3,5.3,4.7,0.3,0.2,2.2,2,0.2
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status,Disadvantaged,Number of students,Revised,z,152218,131422,121723,64808,36879,14911,5125,292,366,3823,226,410,8,3746,1280,2466,5953,15072,12924,1252,896,5724,5545,179
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status,Disadvantaged,Percentage,Revised,z,152218,86.3,80,42.6,24.2,9.8,3.4,0.2,0.2,2.5,0.1,0.3,low,2.5,0.8,1.6,3.9,9.9,8.5,0.8,0.6,3.8,3.6,0.1
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status,Not disadvantaged,Number of students,Revised,z,424086,404197,377357,133393,177051,59759,7154,2274,280,3399,188,929,84,15440,6995,8445,11400,13901,13027,529,345,5988,5318,670
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status,Not disadvantaged,Percentage,Revised,z,424086,95.3,89,31.5,41.7,14.1,1.7,0.5,0.1,0.8,low,0.2,low,3.6,1.6,2,2.7,3.3,3.1,0.1,0.1,1.4,1.3,0.2
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Any other ethnic group,Number of students,Revised,z,4741,4413,4346,1538,2082,624,102,c,c,c,c,c,c,24,c,c,43,214,c,c,c,114,c,c
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Any other ethnic group,Percentage,Revised,z,4741,93.1,91.7,32.4,43.9,13.2,2.2,c,c,c,c,c,c,0.5,c,c,0.9,4.5,c,c,c,2.4,c,c
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Asian or Asian British,Number of students,Revised,z,17664,16455,16153,5056,7236,3433,428,c,c,c,c,c,c,121,c,c,181,833,c,c,c,376,c,c
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Asian or Asian British,Percentage,Revised,z,17664,93.2,91.4,28.6,41,19.4,2.4,c,c,c,c,c,c,0.7,c,c,1,4.7,c,c,c,2.1,c,c
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Black or Black British,Number of students,Revised,z,15439,14553,14245,4810,6515,2462,458,c,c,c,c,c,c,107,c,c,201,613,c,c,c,273,c,c
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Black or Black British,Percentage,Revised,z,15439,94.3,92.3,31.2,42.2,15.9,3,c,c,c,c,c,c,0.7,c,c,1.3,4,c,c,c,1.8,c,c
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Mixed Dual background,Number of students,Revised,z,11427,9907,9317,4649,3175,1165,328,c,c,c,c,c,c,194,c,c,396,1143,c,c,c,377,c,c
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Mixed Dual background,Percentage,Revised,z,11427,86.7,81.5,40.7,27.8,10.2,2.9,c,c,c,c,c,c,1.7,c,c,3.5,10,c,c,c,3.3,c,c
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Unclassified,Number of students,Revised,z,2895,2462,2291,1173,770,267,81,c,c,c,c,c,c,56,c,c,115,297,c,c,c,136,c,c
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Unclassified,Percentage,Revised,z,2895,85,79.1,40.5,26.6,9.2,2.8,c,c,c,c,c,c,1.9,c,c,4,10.3,c,c,c,4.7,c,c
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Disadvantaged White,Number of students,Revised,z,100052,83632,75371,47582,17101,6960,3728,c,c,c,c,c,c,3244,c,c,5017,11972,c,c,c,4448,c,c
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Disadvantaged White,Percentage,Revised,z,100052,83.6,75.3,47.6,17.1,7,3.7,c,c,c,c,c,c,3.2,c,c,5,12,c,c,c,4.4,c,c
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Not disadvantaged Any other ethnic group,Number of students,Revised,z,6530,6166,6066,1555,3510,887,114,c,c,c,c,c,c,37,c,c,63,171,c,c,c,193,c,c
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Not disadvantaged Any other ethnic group,Percentage,Revised,z,6530,94.4,92.9,23.8,53.8,13.6,1.7,c,c,c,c,c,c,0.6,c,c,1,2.6,c,c,c,3,c,c
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Not disadvantaged Asian or Asian British,Number of students,Revised,z,48160,46582,46021,9580,26548,9049,844,c,c,c,c,c,c,291,c,c,270,972,c,c,c,606,c,c
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Not disadvantaged Asian or Asian British,Percentage,Revised,z,48160,96.7,95.6,19.9,55.1,18.8,1.8,c,c,c,c,c,c,0.6,c,c,0.6,2,c,c,c,1.3,c,c
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Not disadvantaged Black or Black British,Number of students,Revised,z,19492,18870,18601,4708,10699,2871,323,c,c,c,c,c,c,146,c,c,123,379,c,c,c,243,c,c
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Not disadvantaged Black or Black British,Percentage,Revised,z,19492,96.8,95.4,24.2,54.9,14.7,1.7,c,c,c,c,c,c,0.7,c,c,0.6,1.9,c,c,c,1.2,c,c
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Not disadvantaged Mixed Dual background,Number of students,Revised,z,20365,19457,18685,5666,9770,2863,386,c,c,c,c,c,c,400,c,c,372,667,c,c,c,241,c,c
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Not disadvantaged Mixed Dual background,Percentage,Revised,z,20365,95.5,91.8,27.8,48,14.1,1.9,c,c,c,c,c,c,2,c,c,1.8,3.3,c,c,c,1.2,c,c
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Not disadvantaged Unclassified,Number of students,Revised,z,7236,6521,6086,2560,2610,801,115,c,c,c,c,c,c,189,c,c,246,472,c,c,c,243,c,c
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Not disadvantaged Unclassified,Percentage,Revised,z,7236,90.1,84.1,35.4,36.1,11.1,1.6,c,c,c,c,c,c,2.6,c,c,3.4,6.5,c,c,c,3.4,c,c
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Not disadvantaged White,Number of students,Revised,z,322303,306601,281898,109324,123914,43288,5372,c,c,c,c,c,c,14377,c,c,10326,11240,c,c,c,4462,c,c
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Not disadvantaged White,Percentage,Revised,z,322303,95.1,87.5,33.9,38.4,13.4,1.7,c,c,c,c,c,c,4.5,c,c,3.2,3.5,c,c,c,1.4,c,c
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS2,Disadvantaged High prior,Number of students,Revised,z,10025,9419,9030,2090,5207,1598,135,81,11,c,c,32,c,157,80,77,232,453,406,26,21,153,147,6
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS2,Disadvantaged High prior,Percentage,Revised,z,10025,94,90.1,20.8,51.9,15.9,1.3,0.8,0.1,c,c,0.3,c,1.6,0.8,0.8,2.3,4.5,4,0.3,0.2,1.5,1.5,0.1
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS2,Disadvantaged Low prior,Number of students,Revised,z,67205,55595,51160,34386,8802,4220,3752,50,233,c,c,143,c,1715,431,1284,2720,8232,7015,668,549,3378,3301,77
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS2,Disadvantaged Low prior,Percentage,Revised,z,67205,82.7,76.1,51.2,13.1,6.3,5.6,0.1,0.3,c,c,0.2,c,2.6,0.6,1.9,4,12.2,10.4,1,0.8,5,4.9,0.1
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS2,Disadvantaged Mid prior,Number of students,Revised,z,66608,59205,54537,24690,21036,8233,578,130,86,c,c,220,c,1823,745,1078,2845,5700,4908,508,284,1703,1667,36
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS2,Disadvantaged Mid prior,Percentage,Revised,z,66608,88.9,81.9,37.1,31.6,12.4,0.9,0.2,0.1,c,c,0.3,c,2.7,1.1,1.6,4.3,8.6,7.4,0.8,0.4,2.6,2.5,0.1
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS2,Disadvantaged Not recorded,Number of students,Revised,z,8380,7203,6996,3642,1834,860,660,31,36,c,c,15,c,51,24,27,156,687,595,50,42,490,430,60
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS2,Disadvantaged Not recorded,Percentage,Revised,z,8380,86,83.5,43.5,21.9,10.3,7.9,0.4,0.4,c,c,0.2,c,0.6,0.3,0.3,1.9,8.2,7.1,0.6,0.5,5.8,5.1,0.7
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS2,Not disadvantaged High prior,Number of students,Revised,z,73324,72128,70546,8691,47736,13140,979,818,22,c,c,92,c,887,593,294,695,850,819,27,4,346,333,13
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS2,Not disadvantaged High prior,Percentage,Revised,z,73324,98.4,96.2,11.9,65.1,17.9,1.3,1.1,low,c,c,0.1,c,1.2,0.8,0.4,0.9,1.2,1.1,low,low,0.5,0.5,low
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS2,Not disadvantaged Low prior,Number of students,Revised,z,107752,99403,88924,53727,22237,9507,3453,146,139,c,c,266,c,5973,2066,3907,4506,5978,5568,236,174,2371,2280,91
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS2,Not disadvantaged Low prior,Percentage,Revised,z,107752,92.3,82.5,49.9,20.6,8.8,3.2,0.1,0.1,c,c,0.2,c,5.5,1.9,3.6,4.2,5.5,5.2,0.2,0.2,2.2,2.1,0.1
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS2,Not disadvantaged Mid prior,Number of students,Revised,z,217396,209313,195135,62611,96976,33807,1741,921,99,c,c,535,c,8357,4238,4119,5821,6087,5738,227,122,1996,1908,88
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS2,Not disadvantaged Mid prior,Percentage,Revised,z,217396,96.3,89.8,28.8,44.6,15.6,0.8,0.4,low,c,c,0.2,c,3.8,1.9,1.9,2.7,2.8,2.6,0.1,0.1,0.9,0.9,low
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS2,Not disadvantaged Not recorded,Number of students,Revised,z,25614,23353,22752,8364,10102,3305,981,389,20,c,c,36,c,223,98,125,378,986,902,39,45,1275,797,478
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS2,Not disadvantaged Not recorded,Percentage,Revised,z,25614,91.2,88.8,32.7,39.4,12.9,3.8,1.5,0.1,c,c,0.1,c,0.9,0.4,0.5,1.5,3.8,3.5,0.2,0.2,5,3.1,1.9
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS4 9-4,Disadvantaged KS4 E&M 9-4 achieved,Number of students,Revised,z,80850,76027,71417,27519,31539,11756,603,235,31,c,c,263,c,2087,942,1145,2523,3987,3643,275,69,836,795,41
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS4 9-4,Disadvantaged KS4 E&M 9-4 achieved,Percentage,Revised,z,80850,94,88.3,34,39,14.5,0.7,0.3,low,c,c,0.3,c,2.6,1.2,1.4,3.1,4.9,4.5,0.3,0.1,1,1,0.1
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS4 9-4,Disadvantaged KS4 E&M 9-4 not achieved,Number of students,Revised,z,71368,55395,50306,37289,5340,3155,4522,57,335,c,c,147,c,1659,338,1321,3430,11085,9281,977,827,4888,4750,138
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS4 9-4,Disadvantaged KS4 E&M 9-4 not achieved,Percentage,Revised,z,71368,77.6,70.5,52.2,7.5,4.4,6.3,0.1,0.5,c,c,0.2,c,2.3,0.5,1.9,4.8,15.5,13,1.4,1.2,6.8,6.7,0.2
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS4 9-4,Not disadvantaged KS4 E&M 9-4 achieved,Number of students,Revised,z,335302,327089,309787,84541,167514,54576,3156,2169,82,c,c,729,c,10706,5760,4946,6596,6140,5887,185,68,2073,1794,279
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS4 9-4,Not disadvantaged KS4 E&M 9-4 achieved,Percentage,Revised,z,335302,97.6,92.4,25.2,50,16.3,0.9,0.6,low,c,c,0.2,c,3.2,1.7,1.5,2,1.8,1.8,0.1,low,0.6,0.5,0.1
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS4 9-4,Not disadvantaged KS4 E&M 9-4 not achieved,Number of students,Revised,z,88784,77108,67570,48852,9537,5183,3998,105,198,c,c,200,c,4734,1235,3499,4804,7761,7140,344,277,3915,3524,391
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS4 9-4,Not disadvantaged KS4 E&M 9-4 not achieved,Percentage,Revised,z,88784,86.8,76.1,55,10.7,5.8,4.5,0.1,0.2,c,c,0.2,c,5.3,1.4,3.9,5.4,8.7,8,0.4,0.3,4.4,4,0.4
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS4 9-5,Disadvantaged KS4 E&M 9-5 achieved,Number of students,Revised,z,48233,46474,44549,12614,23389,8150,396,210,14,c,c,148,c,890,461,429,1035,1415,1303,92,20,344,326,18
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS4 9-5,Disadvantaged KS4 E&M 9-5 achieved,Percentage,Revised,z,48233,96.4,92.4,26.2,48.5,16.9,0.8,0.4,low,c,c,0.3,c,1.8,1,0.9,2.1,2.9,2.7,0.2,low,0.7,0.7,low
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS4 9-5,Disadvantaged KS4 E&M 9-5 not achieved,Number of students,Revised,z,103985,84948,77174,52194,13490,6761,4729,82,352,c,c,262,c,2856,819,2037,4918,13657,11621,1160,876,5380,5219,161
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS4 9-5,Disadvantaged KS4 E&M 9-5 not achieved,Percentage,Revised,z,103985,81.7,74.2,50.2,13,6.5,4.5,0.1,0.3,c,c,0.3,c,2.7,0.8,2,4.7,13.1,11.2,1.1,0.8,5.2,5,0.2
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS4 9-5,Not disadvantaged KS4 E&M 9-5 achieved,Number of students,Revised,z,250999,246919,238253,48327,142828,44478,2620,2025,42,c,c,445,c,5478,3326,2152,3188,2904,2804,76,24,1176,989,187
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS4 9-5,Not disadvantaged KS4 E&M 9-5 achieved,Percentage,Revised,z,250999,98.4,94.9,19.3,56.9,17.7,1,0.8,low,c,c,0.2,c,2.2,1.3,0.9,1.3,1.2,1.1,low,low,0.5,0.4,0.1
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS4 9-5,Not disadvantaged KS4 E&M 9-5 not achieved,Number of students,Revised,z,173087,157278,139104,85066,34223,15281,4534,249,238,c,c,484,c,9962,3669,6293,8212,10997,10223,453,321,4812,4329,483
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Prior Attainment at KS4 9-5,Not disadvantaged KS4 E&M 9-5 not achieved,Percentage,Revised,z,173087,90.9,80.4,49.1,19.8,8.8,2.6,0.1,0.1,c,c,0.3,c,5.8,2.1,3.6,4.7,6.4,5.9,0.3,0.2,2.8,2.5,0.3
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Sex,Disadvantaged Female,Number of students,Revised,z,74748,65765,60910,30530,19831,8645,1904,173,134,1287,66,238,6,1651,389,1262,3204,7177,5735,847,595,1806,1741,65
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Sex,Disadvantaged Female,Percentage,Revised,z,74748,88,81.5,40.8,26.5,11.6,2.5,0.2,0.2,1.7,0.1,0.3,low,2.2,0.5,1.7,4.3,9.6,7.7,1.1,0.8,2.4,2.3,0.1
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Sex,Disadvantaged Male,Number of students,Revised,z,77470,65657,60813,34278,17048,6266,3221,119,232,2536,160,172,2,2095,891,1204,2749,7895,7189,405,301,3918,3804,114
