"geographic_level","area","SSA","Level","sex","Achievements","Enrolments","Total","Total_ach","Total_enr","pcAch","pcEnr"
"LEP","Swindon and Wiltshire","Health, Public Services and Care","2","Female",1510,2160,"Total",2720,4120,0.555147058823529,0.524271844660194
"LEP","Swindon and Wiltshire","Health, Public Services and Care","2","Male",240,330,"Total",1000,1540,0.24,0.214285714285714
"LEP","Swindon and Wiltshire","Health, Public Services and Care","2","Total",1760,2500,"Total",3730,5650,0.471849865951743,0.442477876106195
"LEP","Swindon and Wiltshire","Health, Public Services and Care","3","Female",240,480,"Total",470,910,0.51063829787234,0.527472527472527
"LEP","Swindon and Wiltshire","Health, Public Services and Care","3","Male",30,70,"Total",260,550,0.115384615384615,0.127272727272727
"LEP","Swindon and Wiltshire","Health, Public Services and Care","3","Total",280,550,"Total",730,1450,0.383561643835616,0.379310344827586
"LEP","Swindon and Wiltshire","Health, Public Services and Care","4+","Female",30,100,"Total",40,150,0.75,0.666666666666667
"LEP","Swindon and Wiltshire","Health, Public Services and Care","4+","Male",NA,20,"Total",30,100,NA,0.2
"LEP","Swindon and Wiltshire","Health, Public Services and Care","4+","Total",30,120,"Total",70,250,0.428571428571429,0.48
"LEP","Swindon and Wiltshire","Health, Public Services and Care","E","Female",10,10,"Total",810,1120,0.0123456790123457,0.00892857142857143
"LEP","Swindon and Wiltshire","Health, Public Services and Care","E","Male",10,10,"Total",690,960,0.0144927536231884,0.0104166666666667
"LEP","Swindon and Wiltshire","Health, Public Services and Care","E","Total",20,20,"Total",1510,2090,0.0132450331125828,0.00956937799043062
"LEP","Swindon and Wiltshire","Health, Public Services and Care","Not Assigned","Female",NA,NA,"Total",90,130,NA,NA
"LEP","Swindon and Wiltshire","Health, Public Services and Care","Not Assigned","Male",NA,NA,"Total",110,170,NA,NA
"LEP","Swindon and Wiltshire","Health, Public Services and Care","Not Assigned","Total",NA,NA,"Total",210,300,NA,NA
"LEP","Swindon and Wiltshire","Health, Public Services and Care","Total","Female",1980,2950,"Total",5100,7700,0.388235294117647,0.383116883116883
"LEP","Swindon and Wiltshire","Health, Public Services and Care","Total","Male",350,490,"Total",3180,4670,0.110062893081761,0.104925053533191
"LEP","Swindon and Wiltshire","Health, Public Services and Care","Total","Total",2330,3450,"Total",8280,12370,0.281400966183575,0.278900565885206
"LEP","Swindon and Wiltshire","History, Philosophy and Theology","1","Female",NA,NA,"Total",960,1280,NA,NA
"LEP","Swindon and Wiltshire","History, Philosophy and Theology","1","Male",NA,NA,"Total",1080,1360,NA,NA
"LEP","Swindon and Wiltshire","History, Philosophy and Theology","1","Total",NA,10,"Total",2040,2630,NA,0.00380228136882129
"LEP","Swindon and Wiltshire","History, Philosophy and Theology","2","Female",10,10,"Total",2720,4120,0.00367647058823529,0.00242718446601942
"LEP","Swindon and Wiltshire","History, Philosophy and Theology","2","Male",NA,NA,"Total",1000,1540,NA,NA
"LEP","Swindon and Wiltshire","History, Philosophy and Theology","2","Total",10,10,"Total",3730,5650,0.00268096514745308,0.00176991150442478
"LEP","Swindon and Wiltshire","History, Philosophy and Theology","3","Female",NA,NA,"Total",470,910,NA,NA
"LEP","Swindon and Wiltshire","History, Philosophy and Theology","3","Male",NA,NA,"Total",260,550,NA,NA
"LEP","Swindon and Wiltshire","History, Philosophy and Theology","3","Total",NA,10,"Total",730,1450,NA,0.00689655172413793
"LEP","Swindon and Wiltshire","History, Philosophy and Theology","4+","Female",NA,NA,"Total",40,150,NA,NA
"LEP","Swindon and Wiltshire","History, Philosophy and Theology","4+","Male",NA,NA,"Total",30,100,NA,NA
"LEP","Swindon and Wiltshire","History, Philosophy and Theology","4+","Total",NA,NA,"Total",70,250,NA,NA
"LEP","Swindon and Wiltshire","History, Philosophy and Theology","E","Female",NA,NA,"Total",810,1120,NA,NA
"LEP","Swindon and Wiltshire","History, Philosophy and Theology","E","Male",NA,NA,"Total",690,960,NA,NA
"LEP","Swindon and Wiltshire","History, Philosophy and Theology","E","Total",NA,NA,"Total",1510,2090,NA,NA
"LEP","Swindon and Wiltshire","History, Philosophy and Theology","Not Assigned","Female",NA,NA,"Total",90,130,NA,NA
"LEP","Swindon and Wiltshire","History, Philosophy and Theology","Not Assigned","Male",NA,NA,"Total",110,170,NA,NA
"LEP","Swindon and Wiltshire","History, Philosophy and Theology","Not Assigned","Total",NA,NA,"Total",210,300,NA,NA
"LEP","Swindon and Wiltshire","History, Philosophy and Theology","Total","Female",20,20,"Total",5100,7700,0.00392156862745098,0.0025974025974026
"LEP","Swindon and Wiltshire","History, Philosophy and Theology","Total","Male",10,10,"Total",3180,4670,0.00314465408805031,0.00214132762312634
"LEP","Swindon and Wiltshire","History, Philosophy and Theology","Total","Total",30,30,"Total",8280,12370,0.0036231884057971,0.00242522231204527
"LEP","Swindon and Wiltshire","Information and Communication Technology","1","Female",70,80,"Total",960,1280,0.0729166666666667,0.0625
"LEP","Swindon and Wiltshire","Information and Communication Technology","1","Male",50,50,"Total",1080,1360,0.0462962962962963,0.0367647058823529
"LEP","Swindon and Wiltshire","Information and Communication Technology","1","Total",120,140,"Total",2040,2630,0.0588235294117647,0.0532319391634981
"LEP","Swindon and Wiltshire","Information and Communication Technology","2","Female",100,150,"Total",2720,4120,0.0367647058823529,0.0364077669902913
"LEP","Swindon and Wiltshire","Information and Communication Technology","2","Male",90,130,"Total",1000,1540,0.09,0.0844155844155844
"LEP","Swindon and Wiltshire","Information and Communication Technology","2","Total",180,270,"Total",3730,5650,0.0482573726541555,0.047787610619469
"LEP","Swindon and Wiltshire","Information and Communication Technology","3","Female",NA,NA,"Total",470,910,NA,NA
"LEP","Swindon and Wiltshire","Information and Communication Technology","3","Male",10,40,"Total",260,550,0.0384615384615385,0.0727272727272727
"LEP","Swindon and Wiltshire","Information and Communication Technology","3","Total",20,40,"Total",730,1450,0.0273972602739726,0.0275862068965517
"LEP","Swindon and Wiltshire","Information and Communication Technology","4+","Female",NA,NA,"Total",40,150,NA,NA
"LEP","Swindon and Wiltshire","Information and Communication Technology","4+","Male",NA,NA,"Total",30,100,NA,NA
"LEP","Swindon and Wiltshire","Information and Communication Technology","4+","Total",NA,NA,"Total",70,250,NA,NA
"LEP","Swindon and Wiltshire","Information and Communication Technology","E","Female",20,40,"Total",810,1120,0.0246913580246914,0.0357142857142857
"LEP","Swindon and Wiltshire","Information and Communication Technology","E","Male",40,50,"Total",690,960,0.0579710144927536,0.0520833333333333
"LEP","Swindon and Wiltshire","Information and Communication Technology","E","Total",60,90,"Total",1510,2090,0.0397350993377483,0.0430622009569378
"LEP","Swindon and Wiltshire","Information and Communication Technology","Not Assigned","Female",NA,NA,"Total",90,130,NA,NA
"LEP","Swindon and Wiltshire","Information and Communication Technology","Not Assigned","Male",NA,NA,"Total",110,170,NA,NA
"LEP","Swindon and Wiltshire","Information and Communication Technology","Not Assigned","Total",NA,NA,"Total",210,300,NA,NA
"LEP","Swindon and Wiltshire","Information and Communication Technology","Total","Female",190,270,"Total",5100,7700,0.0372549019607843,0.0350649350649351
"LEP","Swindon and Wiltshire","Information and Communication Technology","Total","Male",180,280,"Total",3180,4670,0.0566037735849057,0.0599571734475375
"LEP","Swindon and Wiltshire","Information and Communication Technology","Total","Total",360,560,"Total",8280,12370,0.0434782608695652,0.0452708164915117
"LEP","Swindon and Wiltshire","Languages, Literature and Culture","1","Female",10,10,"Total",960,1280,0.0104166666666667,0.0078125
"LEP","Swindon and Wiltshire","Languages, Literature and Culture","1","Male",NA,NA,"Total",1080,1360,NA,NA
"LEP","Swindon and Wiltshire","Languages, Literature and Culture","1","Total",20,20,"Total",2040,2630,0.00980392156862745,0.00760456273764259
"LEP","Swindon and Wiltshire","Languages, Literature and Culture","2","Female",120,160,"Total",2720,4120,0.0441176470588235,0.0388349514563107
"LEP","Swindon and Wiltshire","Languages, Literature and Culture","2","Male",70,100,"Total",1000,1540,0.07,0.0649350649350649
"LEP","Swindon and Wiltshire","Languages, Literature and Culture","2","Total",190,260,"Total",3730,5650,0.0509383378016086,0.0460176991150442
"LEP","Swindon and Wiltshire","Languages, Literature and Culture","3","Female",10,10,"Total",470,910,0.0212765957446809,0.010989010989011
"LEP","Swindon and Wiltshire","Languages, Literature and Culture","3","Male",NA,NA,"Total",260,550,NA,NA
"LEP","Swindon and Wiltshire","Languages, Literature and Culture","3","Total",20,20,"Total",730,1450,0.0273972602739726,0.0137931034482759
"LEP","Swindon and Wiltshire","Languages, Literature and Culture","4+","Female",NA,NA,"Total",40,150,NA,NA
"LEP","Swindon and Wiltshire","Languages, Literature and Culture","4+","Male",NA,NA,"Total",30,100,NA,NA
"LEP","Swindon and Wiltshire","Languages, Literature and Culture","4+","Total",NA,NA,"Total",70,250,NA,NA
"LEP","Swindon and Wiltshire","Languages, Literature and Culture","E","Female",10,10,"Total",810,1120,0.0123456790123457,0.00892857142857143
"LEP","Swindon and Wiltshire","Languages, Literature and Culture","E","Male",NA,NA,"Total",690,960,NA,NA
"LEP","Swindon and Wiltshire","Languages, Literature and Culture","E","Total",10,10,"Total",1510,2090,0.00662251655629139,0.00478468899521531
"LEP","Swindon and Wiltshire","Languages, Literature and Culture","Not Assigned","Female",NA,NA,"Total",90,130,NA,NA
"LEP","Swindon and Wiltshire","Languages, Literature and Culture","Not Assigned","Male",NA,NA,"Total",110,170,NA,NA
"LEP","Swindon and Wiltshire","Languages, Literature and Culture","Not Assigned","Total",NA,NA,"Total",210,300,NA,NA
"LEP","Swindon and Wiltshire","Languages, Literature and Culture","Total","Female",150,200,"Total",5100,7700,0.0294117647058824,0.025974025974026
"LEP","Swindon and Wiltshire","Languages, Literature and Culture","Total","Male",80,110,"Total",3180,4670,0.0251572327044025,0.0235546038543897
"LEP","Swindon and Wiltshire","Languages, Literature and Culture","Total","Total",230,310,"Total",8280,12370,0.0277777777777778,0.0250606305578011
"LEP","Swindon and Wiltshire","Leisure, Travel and Tourism","1","Female",10,10,"Total",960,1280,0.0104166666666667,0.0078125
"LEP","Swindon and Wiltshire","Leisure, Travel and Tourism","1","Male",20,20,"Total",1080,1360,0.0185185185185185,0.0147058823529412
"LEP","Swindon and Wiltshire","Leisure, Travel and Tourism","1","Total",20,20,"Total",2040,2630,0.00980392156862745,0.00760456273764259
"LEP","Swindon and Wiltshire","Leisure, Travel and Tourism","2","Female",30,40,"Total",2720,4120,0.0110294117647059,0.00970873786407767
"LEP","Swindon and Wiltshire","Leisure, Travel and Tourism","2","Male",40,50,"Total",1000,1540,0.04,0.0324675324675325
"LEP","Swindon and Wiltshire","Leisure, Travel and Tourism","2","Total",60,90,"Total",3730,5650,0.0160857908847185,0.015929203539823
"LEP","Swindon and Wiltshire","Leisure, Travel and Tourism","3","Female",20,40,"Total",470,910,0.0425531914893617,0.043956043956044
"LEP","Swindon and Wiltshire","Leisure, Travel and Tourism","3","Male",20,30,"Total",260,550,0.0769230769230769,0.0545454545454545
"LEP","Swindon and Wiltshire","Leisure, Travel and Tourism","3","Total",40,60,"Total",730,1450,0.0547945205479452,0.0413793103448276
"LEP","Swindon and Wiltshire","Leisure, Travel and Tourism","4+","Female",NA,NA,"Total",40,150,NA,NA
"LEP","Swindon and Wiltshire","Leisure, Travel and Tourism","4+","Male",NA,NA,"Total",30,100,NA,NA
"LEP","Swindon and Wiltshire","Leisure, Travel and Tourism","4+","Total",NA,NA,"Total",70,250,NA,NA
"LEP","Swindon and Wiltshire","Leisure, Travel and Tourism","E","Female",NA,NA,"Total",810,1120,NA,NA
"LEP","Swindon and Wiltshire","Leisure, Travel and Tourism","E","Male",NA,NA,"Total",690,960,NA,NA
"LEP","Swindon and Wiltshire","Leisure, Travel and Tourism","E","Total",NA,NA,"Total",1510,2090,NA,NA
"LEP","Swindon and Wiltshire","Leisure, Travel and Tourism","Not Assigned","Female",NA,NA,"Total",90,130,NA,NA
"LEP","Swindon and Wiltshire","Leisure, Travel and Tourism","Not Assigned","Male",NA,NA,"Total",110,170,NA,NA
"LEP","Swindon and Wiltshire","Leisure, Travel and Tourism","Not Assigned","Total",NA,NA,"Total",210,300,NA,NA
"LEP","Swindon and Wiltshire","Leisure, Travel and Tourism","Total","Female",60,90,"Total",5100,7700,0.0117647058823529,0.0116883116883117
"LEP","Swindon and Wiltshire","Leisure, Travel and Tourism","Total","Male",70,80,"Total",3180,4670,0.0220125786163522,0.0171306209850107
"LEP","Swindon and Wiltshire","Leisure, Travel and Tourism","Total","Total",130,170,"Total",8280,12370,0.0157004830917874,0.0137429264349232
"LEP","Swindon and Wiltshire","Not Applicable/ Not Known","1","Female",NA,NA,"Total",960,1280,NA,NA
"LEP","Swindon and Wiltshire","Not Applicable/ Not Known","1","Male",NA,NA,"Total",1080,1360,NA,NA
"LEP","Swindon and Wiltshire","Not Applicable/ Not Known","1","Total",NA,NA,"Total",2040,2630,NA,NA
"LEP","Swindon and Wiltshire","Not Applicable/ Not Known","2","Female",NA,NA,"Total",2720,4120,NA,NA
"LEP","Swindon and Wiltshire","Not Applicable/ Not Known","2","Male",NA,NA,"Total",1000,1540,NA,NA
"LEP","Swindon and Wiltshire","Not Applicable/ Not Known","2","Total",NA,NA,"Total",3730,5650,NA,NA
"LEP","Swindon and Wiltshire","Not Applicable/ Not Known","3","Female",NA,NA,"Total",470,910,NA,NA
"LEP","Swindon and Wiltshire","Not Applicable/ Not Known","3","Male",NA,NA,"Total",260,550,NA,NA
"LEP","Swindon and Wiltshire","Not Applicable/ Not Known","3","Total",NA,NA,"Total",730,1450,NA,NA
"LEP","Swindon and Wiltshire","Not Applicable/ Not Known","4+","Female",NA,NA,"Total",40,150,NA,NA
"LEP","Swindon and Wiltshire","Not Applicable/ Not Known","4+","Male",NA,NA,"Total",30,100,NA,NA
"LEP","Swindon and Wiltshire","Not Applicable/ Not Known","4+","Total",NA,NA,"Total",70,250,NA,NA
"LEP","Swindon and Wiltshire","Not Applicable/ Not Known","E","Female",NA,NA,"Total",810,1120,NA,NA
"LEP","Swindon and Wiltshire","Not Applicable/ Not Known","E","Male",NA,NA,"Total",690,960,NA,NA
"LEP","Swindon and Wiltshire","Not Applicable/ Not Known","E","Total",NA,NA,"Total",1510,2090,NA,NA
"LEP","Swindon and Wiltshire","Not Applicable/ Not Known","Not Assigned","Female",10,20,"Total",90,130,0.111111111111111,0.153846153846154
"LEP","Swindon and Wiltshire","Not Applicable/ Not Known","Not Assigned","Male",10,30,"Total",110,170,0.0909090909090909,0.176470588235294
"LEP","Swindon and Wiltshire","Not Applicable/ Not Known","Not Assigned","Total",20,50,"Total",210,300,0.0952380952380952,0.166666666666667
"LEP","Swindon and Wiltshire","Not Applicable/ Not Known","Total","Female",10,20,"Total",5100,7700,0.00196078431372549,0.0025974025974026
"LEP","Swindon and Wiltshire","Not Applicable/ Not Known","Total","Male",10,30,"Total",3180,4670,0.00314465408805031,0.00642398286937901
"LEP","Swindon and Wiltshire","Not Applicable/ Not Known","Total","Total",20,50,"Total",8280,12370,0.00241545893719807,0.00404203718674212
"LEP","Swindon and Wiltshire","Preparation for Life and Work","1","Female",420,630,"Total",960,1280,0.4375,0.4921875
"LEP","Swindon and Wiltshire","Preparation for Life and Work","1","Male",440,620,"Total",1080,1360,0.407407407407407,0.455882352941176
"LEP","Swindon and Wiltshire","Preparation for Life and Work","1","Total",860,1250,"Total",2040,2630,0.42156862745098,0.475285171102662
"LEP","Swindon and Wiltshire","Preparation for Life and Work","2","Female",260,600,"Total",2720,4120,0.0955882352941176,0.145631067961165
"LEP","Swindon and Wiltshire","Preparation for Life and Work","2","Male",140,290,"Total",1000,1540,0.14,0.188311688311688
"LEP","Swindon and Wiltshire","Preparation for Life and Work","2","Total",400,880,"Total",3730,5650,0.107238605898123,0.155752212389381
"LEP","Swindon and Wiltshire","Preparation for Life and Work","3","Female",NA,NA,"Total",470,910,NA,NA
"LEP","Swindon and Wiltshire","Preparation for Life and Work","3","Male",NA,NA,"Total",260,550,NA,NA
"LEP","Swindon and Wiltshire","Preparation for Life and Work","3","Total",NA,NA,"Total",730,1450,NA,NA
"LEP","Swindon and Wiltshire","Preparation for Life and Work","4+","Female",NA,NA,"Total",40,150,NA,NA
"LEP","Swindon and Wiltshire","Preparation for Life and Work","4+","Male",NA,NA,"Total",30,100,NA,NA
"LEP","Swindon and Wiltshire","Preparation for Life and Work","4+","Total",NA,NA,"Total",70,250,NA,NA
"LEP","Swindon and Wiltshire","Preparation for Life and Work","E","Female",680,960,"Total",810,1120,0.839506172839506,0.857142857142857
"LEP","Swindon and Wiltshire","Preparation for Life and Work","E","Male",600,840,"Total",690,960,0.869565217391304,0.875
"LEP","Swindon and Wiltshire","Preparation for Life and Work","E","Total",1270,1800,"Total",1510,2090,0.841059602649007,0.861244019138756
"LEP","Swindon and Wiltshire","Preparation for Life and Work","Not Assigned","Female",80,100,"Total",90,130,0.888888888888889,0.769230769230769
"LEP","Swindon and Wiltshire","Preparation for Life and Work","Not Assigned","Male",110,130,"Total",110,170,1,0.764705882352941
"LEP","Swindon and Wiltshire","Preparation for Life and Work","Not Assigned","Total",180,230,"Total",210,300,0.857142857142857,0.766666666666667
"LEP","Swindon and Wiltshire","Preparation for Life and Work","Total","Female",1430,2280,"Total",5100,7700,0.280392156862745,0.296103896103896
"LEP","Swindon and Wiltshire","Preparation for Life and Work","Total","Male",1280,1880,"Total",3180,4670,0.40251572327044,0.402569593147752
"LEP","Swindon and Wiltshire","Preparation for Life and Work","Total","Total",2710,4170,"Total",8280,12370,0.327294685990338,0.337105901374293
"LEP","Swindon and Wiltshire","Retail and Commercial Enterprise","1","Female",30,30,"Total",960,1280,0.03125,0.0234375
"LEP","Swindon and Wiltshire","Retail and Commercial Enterprise","1","Male",50,50,"Total",1080,1360,0.0462962962962963,0.0367647058823529
"LEP","Swindon and Wiltshire","Retail and Commercial Enterprise","1","Total",80,90,"Total",2040,2630,0.0392156862745098,0.0342205323193916
"LEP","Swindon and Wiltshire","Retail and Commercial Enterprise","2","Female",80,130,"Total",2720,4120,0.0294117647058824,0.0315533980582524
"LEP","Swindon and Wiltshire","Retail and Commercial Enterprise","2","Male",30,60,"Total",1000,1540,0.03,0.038961038961039
"LEP","Swindon and Wiltshire","Retail and Commercial Enterprise","2","Total",130,180,"Total",3730,5650,0.0348525469168901,0.031858407079646
"LEP","Swindon and Wiltshire","Retail and Commercial Enterprise","3","Female",60,90,"Total",470,910,0.127659574468085,0.0989010989010989
"LEP","Swindon and Wiltshire","Retail and Commercial Enterprise","3","Male",10,10,"Total",260,550,0.0384615384615385,0.0181818181818182
"LEP","Swindon and Wiltshire","Retail and Commercial Enterprise","3","Total",70,90,"Total",730,1450,0.0958904109589041,0.0620689655172414
"LEP","Swindon and Wiltshire","Retail and Commercial Enterprise","4+","Female",NA,NA,"Total",40,150,NA,NA
"LEP","Swindon and Wiltshire","Retail and Commercial Enterprise","4+","Male",NA,NA,"Total",30,100,NA,NA
"LEP","Swindon and Wiltshire","Retail and Commercial Enterprise","4+","Total",NA,NA,"Total",70,250,NA,NA
"LEP","Swindon and Wiltshire","Retail and Commercial Enterprise","E","Female",NA,NA,"Total",810,1120,NA,NA
"LEP","Swindon and Wiltshire","Retail and Commercial Enterprise","E","Male",NA,NA,"Total",690,960,NA,NA
"LEP","Swindon and Wiltshire","Retail and Commercial Enterprise","E","Total",NA,NA,"Total",1510,2090,NA,NA
"LEP","Swindon and Wiltshire","Retail and Commercial Enterprise","Not Assigned","Female",NA,NA,"Total",90,130,NA,NA
"LEP","Swindon and Wiltshire","Retail and Commercial Enterprise","Not Assigned","Male",NA,10,"Total",110,170,NA,0.0588235294117647
"LEP","Swindon and Wiltshire","Retail and Commercial Enterprise","Not Assigned","Total",NA,10,"Total",210,300,NA,0.0333333333333333
"LEP","Swindon and Wiltshire","Retail and Commercial Enterprise","Total","Female",190,260,"Total",5100,7700,0.0372549019607843,0.0337662337662338
"LEP","Swindon and Wiltshire","Retail and Commercial Enterprise","Total","Male",80,130,"Total",3180,4670,0.0251572327044025,0.0278372591006424
"LEP","Swindon and Wiltshire","Retail and Commercial Enterprise","Total","Total",270,380,"Total",8280,12370,0.0326086956521739,0.0307194826192401
"LEP","Swindon and Wiltshire","Science and Mathematics","1","Female",NA,NA,"Total",960,1280,NA,NA
"LEP","Swindon and Wiltshire","Science and Mathematics","1","Male",NA,NA,"Total",1080,1360,NA,NA
"LEP","Swindon and Wiltshire","Science and Mathematics","1","Total",NA,10,"Total",2040,2630,NA,0.00380228136882129
"LEP","Swindon and Wiltshire","Science and Mathematics","2","Female",160,230,"Total",2720,4120,0.0588235294117647,0.0558252427184466
"LEP","Swindon and Wiltshire","Science and Mathematics","2","Male",80,110,"Total",1000,1540,0.08,0.0714285714285714
"LEP","Swindon and Wiltshire","Science and Mathematics","2","Total",230,330,"Total",3730,5650,0.0616621983914209,0.0584070796460177
"LEP","Swindon and Wiltshire","Science and Mathematics","3","Female",30,50,"Total",470,910,0.0638297872340425,0.0549450549450549
"LEP","Swindon and Wiltshire","Science and Mathematics","3","Male",20,40,"Total",260,550,0.0769230769230769,0.0727272727272727
"LEP","Swindon and Wiltshire","Science and Mathematics","3","Total",50,90,"Total",730,1450,0.0684931506849315,0.0620689655172414
"LEP","Swindon and Wiltshire","Science and Mathematics","4+","Female",NA,NA,"Total",40,150,NA,NA
"LEP","Swindon and Wiltshire","Science and Mathematics","4+","Male",NA,NA,"Total",30,100,NA,NA
"LEP","Swindon and Wiltshire","Science and Mathematics","4+","Total",NA,NA,"Total",70,250,NA,NA
"LEP","Swindon and Wiltshire","Science and Mathematics","E","Female",NA,NA,"Total",810,1120,NA,NA
"LEP","Swindon and Wiltshire","Science and Mathematics","E","Male",NA,NA,"Total",690,960,NA,NA
"LEP","Swindon and Wiltshire","Science and Mathematics","E","Total",NA,NA,"Total",1510,2090,NA,NA
"LEP","Swindon and Wiltshire","Science and Mathematics","Not Assigned","Female",NA,NA,"Total",90,130,NA,NA
"LEP","Swindon and Wiltshire","Science and Mathematics","Not Assigned","Male",NA,NA,"Total",110,170,NA,NA
"LEP","Swindon and Wiltshire","Science and Mathematics","Not Assigned","Total",NA,NA,"Total",210,300,NA,NA
"LEP","Swindon and Wiltshire","Science and Mathematics","Total","Female",190,280,"Total",5100,7700,0.0372549019607843,0.0363636363636364
"LEP","Swindon and Wiltshire","Science and Mathematics","Total","Male",90,140,"Total",3180,4670,0.0283018867924528,0.0299785867237687
"LEP","Swindon and Wiltshire","Science and Mathematics","Total","Total",280,420,"Total",8280,12370,0.0338164251207729,0.0339531123686338
"LEP","Swindon and Wiltshire","Social Sciences","1","Female",NA,NA,"Total",960,1280,NA,NA
"LEP","Swindon and Wiltshire","Social Sciences","1","Male",NA,NA,"Total",1080,1360,NA,NA
"LEP","Swindon and Wiltshire","Social Sciences","1","Total",NA,NA,"Total",2040,2630,NA,NA
"LEP","Swindon and Wiltshire","Social Sciences","2","Female",NA,NA,"Total",2720,4120,NA,NA
"LEP","Swindon and Wiltshire","Social Sciences","2","Male",NA,NA,"Total",1000,1540,NA,NA
"LEP","Swindon and Wiltshire","Social Sciences","2","Total",NA,NA,"Total",3730,5650,NA,NA
"LEP","Swindon and Wiltshire","Social Sciences","3","Female",20,50,"Total",470,910,0.0425531914893617,0.0549450549450549
"LEP","Swindon and Wiltshire","Social Sciences","3","Male",20,20,"Total",260,550,0.0769230769230769,0.0363636363636364
"LEP","Swindon and Wiltshire","Social Sciences","3","Total",40,70,"Total",730,1450,0.0547945205479452,0.0482758620689655
"LEP","Swindon and Wiltshire","Social Sciences","4+","Female",NA,NA,"Total",40,150,NA,NA
"LEP","Swindon and Wiltshire","Social Sciences","4+","Male",NA,NA,"Total",30,100,NA,NA
"LEP","Swindon and Wiltshire","Social Sciences","4+","Total",NA,NA,"Total",70,250,NA,NA
"LEP","Swindon and Wiltshire","Social Sciences","E","Female",NA,NA,"Total",810,1120,NA,NA
"LEP","Swindon and Wiltshire","Social Sciences","E","Male",NA,NA,"Total",690,960,NA,NA
"LEP","Swindon and Wiltshire","Social Sciences","E","Total",NA,NA,"Total",1510,2090,NA,NA
"LEP","Swindon and Wiltshire","Social Sciences","Not Assigned","Female",NA,NA,"Total",90,130,NA,NA
"LEP","Swindon and Wiltshire","Social Sciences","Not Assigned","Male",NA,NA,"Total",110,170,NA,NA
"LEP","Swindon and Wiltshire","Social Sciences","Not Assigned","Total",NA,NA,"Total",210,300,NA,NA
"LEP","Swindon and Wiltshire","Social Sciences","Total","Female",20,50,"Total",5100,7700,0.00392156862745098,0.00649350649350649
"LEP","Swindon and Wiltshire","Social Sciences","Total","Male",20,30,"Total",3180,4670,0.00628930817610063,0.00642398286937901
"LEP","Swindon and Wiltshire","Social Sciences","Total","Total",40,80,"Total",8280,12370,0.00483091787439614,0.00646725949878739
"LEP","Tees Valley","Agriculture, Horticulture and Animal Care","1","Female",40,40,"Total",3430,3920,0.0116618075801749,0.0102040816326531
"LEP","Tees Valley","Agriculture, Horticulture and Animal Care","1","Male",140,160,"Total",6820,7450,0.0205278592375367,0.0214765100671141
"LEP","Tees Valley","Agriculture, Horticulture and Animal Care","1","Total",170,190,"Total",10210,11360,0.0166503428011753,0.0167253521126761
"LEP","Tees Valley","Agriculture, Horticulture and Animal Care","2","Female",10,40,"Total",5630,7430,0.00177619893428064,0.0053835800807537
"LEP","Tees Valley","Agriculture, Horticulture and Animal Care","2","Male",10,10,"Total",4810,5600,0.00207900207900208,0.00178571428571429
"LEP","Tees Valley","Agriculture, Horticulture and Animal Care","2","Total",30,50,"Total",10440,13020,0.0028735632183908,0.00384024577572965
"LEP","Tees Valley","Agriculture, Horticulture and Animal Care","3","Female",10,40,"Total",1170,1860,0.00854700854700855,0.021505376344086
"LEP","Tees Valley","Agriculture, Horticulture and Animal Care","3","Male",10,10,"Total",500,750,0.02,0.0133333333333333
"LEP","Tees Valley","Agriculture, Horticulture and Animal Care","3","Total",20,60,"Total",1660,2610,0.0120481927710843,0.0229885057471264
"LEP","Tees Valley","Agriculture, Horticulture and Animal Care","4+","Female",NA,NA,"Total",40,100,NA,NA
"LEP","Tees Valley","Agriculture, Horticulture and Animal Care","4+","Male",NA,NA,"Total",40,70,NA,NA
"LEP","Tees Valley","Agriculture, Horticulture and Animal Care","4+","Total",NA,NA,"Total",80,180,NA,NA
"LEP","Tees Valley","Agriculture, Horticulture and Animal Care","E","Female",NA,NA,"Total",3850,4250,NA,NA
"LEP","Tees Valley","Agriculture, Horticulture and Animal Care","E","Male",NA,NA,"Total",2810,3250,NA,NA
"LEP","Tees Valley","Agriculture, Horticulture and Animal Care","E","Total",NA,NA,"Total",6650,7500,NA,NA
"LEP","Tees Valley","Agriculture, Horticulture and Animal Care","Not Assigned","Female",NA,NA,"Total",540,590,NA,NA
"LEP","Tees Valley","Agriculture, Horticulture and Animal Care","Not Assigned","Male",NA,NA,"Total",3030,3420,NA,NA
"LEP","Tees Valley","Agriculture, Horticulture and Animal Care","Not Assigned","Total",NA,NA,"Total",3550,4020,NA,NA
"LEP","Tees Valley","Agriculture, Horticulture and Animal Care","Total","Female",70,100,"Total",14650,18150,0.00477815699658703,0.00550964187327824
"LEP","Tees Valley","Agriculture, Horticulture and Animal Care","Total","Male",170,200,"Total",17970,20520,0.00946021146355036,0.00974658869395711
"LEP","Tees Valley","Agriculture, Horticulture and Animal Care","Total","Total",240,300,"Total",32590,38670,0.00736422215403498,0.00775795190069822
"LEP","Tees Valley","Arts, Media and Publishing","1","Female",60,100,"Total",3430,3920,0.0174927113702624,0.0255102040816327
"LEP","Tees Valley","Arts, Media and Publishing","1","Male",NA,10,"Total",6820,7450,NA,0.00134228187919463
"LEP","Tees Valley","Arts, Media and Publishing","1","Total",80,100,"Total",10210,11360,0.00783545543584721,0.00880281690140845
