"metric","breakdown","geogConcat","subgroup","Occupation (SOC2020 Major Group)"
"vacancies","Occupation (SOC2020 Major Group)","Warwickshire LSIP","8 - Process, plant and machine operatives","All"
"vacancies","Occupation (SOC2020 Major Group)","Warwickshire LSIP","9 - Elementary occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","Warwickshire LSIP","6 - Caring, leisure and other service occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","Warwickshire LSIP","1 - Managers, directors and senior officials","All"
"vacancies","Occupation (SOC2020 Major Group)","Warwickshire LSIP","7 - Sales and customer service occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","Warwickshire LSIP","Unknown","All"
"vacancies","Occupation (SOC2020 Major Group)","West Midlands CA","2 - Professional occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West Midlands CA","3 - Associate professional occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West Midlands CA","5 - Skilled trades occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West Midlands CA","4 - Administrative and secretarial occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West Midlands CA","1 - Managers, directors and senior officials","All"
"vacancies","Occupation (SOC2020 Major Group)","West Midlands CA","6 - Caring, leisure and other service occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West Midlands CA","8 - Process, plant and machine operatives","All"
"vacancies","Occupation (SOC2020 Major Group)","West Midlands CA","9 - Elementary occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West Midlands CA","7 - Sales and customer service occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West Midlands CA","Unknown","All"
"vacancies","Occupation (SOC2020 Major Group)","West Midlands LSIP","2 - Professional occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West Midlands LSIP","3 - Associate professional occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West Midlands LSIP","5 - Skilled trades occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West Midlands LSIP","4 - Administrative and secretarial occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West Midlands LSIP","1 - Managers, directors and senior officials","All"
"vacancies","Occupation (SOC2020 Major Group)","West Midlands LSIP","6 - Caring, leisure and other service occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West Midlands LSIP","8 - Process, plant and machine operatives","All"
"vacancies","Occupation (SOC2020 Major Group)","West Midlands LSIP","9 - Elementary occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West Midlands LSIP","7 - Sales and customer service occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West Midlands LSIP","Unknown","All"
"vacancies","Occupation (SOC2020 Major Group)","West Yorkshire CA","2 - Professional occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West Yorkshire CA","3 - Associate professional occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West Yorkshire CA","5 - Skilled trades occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West Yorkshire CA","4 - Administrative and secretarial occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West Yorkshire CA","8 - Process, plant and machine operatives","All"
"vacancies","Occupation (SOC2020 Major Group)","West Yorkshire CA","6 - Caring, leisure and other service occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West Yorkshire CA","1 - Managers, directors and senior officials","All"
"vacancies","Occupation (SOC2020 Major Group)","West Yorkshire CA","9 - Elementary occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West Yorkshire CA","7 - Sales and customer service occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West Yorkshire CA","Unknown","All"
"vacancies","Occupation (SOC2020 Major Group)","West Yorkshire LSIP","2 - Professional occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West Yorkshire LSIP","3 - Associate professional occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West Yorkshire LSIP","5 - Skilled trades occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West Yorkshire LSIP","4 - Administrative and secretarial occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West Yorkshire LSIP","8 - Process, plant and machine operatives","All"
"vacancies","Occupation (SOC2020 Major Group)","West Yorkshire LSIP","6 - Caring, leisure and other service occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West Yorkshire LSIP","1 - Managers, directors and senior officials","All"
"vacancies","Occupation (SOC2020 Major Group)","West Yorkshire LSIP","9 - Elementary occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West Yorkshire LSIP","7 - Sales and customer service occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West Yorkshire LSIP","Unknown","All"
"vacancies","Occupation (SOC2020 Major Group)","West of England CA","2 - Professional occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West of England CA","3 - Associate professional occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West of England CA","5 - Skilled trades occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West of England CA","4 - Administrative and secretarial occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West of England CA","1 - Managers, directors and senior officials","All"
"vacancies","Occupation (SOC2020 Major Group)","West of England CA","9 - Elementary occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West of England CA","8 - Process, plant and machine operatives","All"
"vacancies","Occupation (SOC2020 Major Group)","West of England CA","6 - Caring, leisure and other service occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West of England CA","7 - Sales and customer service occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West of England CA","Unknown","All"
"vacancies","Occupation (SOC2020 Major Group)","West of England and North Somerset LSIP","2 - Professional occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West of England and North Somerset LSIP","3 - Associate professional occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West of England and North Somerset LSIP","5 - Skilled trades occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West of England and North Somerset LSIP","4 - Administrative and secretarial occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West of England and North Somerset LSIP","9 - Elementary occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West of England and North Somerset LSIP","1 - Managers, directors and senior officials","All"
"vacancies","Occupation (SOC2020 Major Group)","West of England and North Somerset LSIP","8 - Process, plant and machine operatives","All"
"vacancies","Occupation (SOC2020 Major Group)","West of England and North Somerset LSIP","6 - Caring, leisure and other service occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West of England and North Somerset LSIP","7 - Sales and customer service occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","West of England and North Somerset LSIP","Unknown","All"
"vacancies","Occupation (SOC2020 Major Group)","Worcestershire LSIP","2 - Professional occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","Worcestershire LSIP","3 - Associate professional occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","Worcestershire LSIP","5 - Skilled trades occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","Worcestershire LSIP","8 - Process, plant and machine operatives","All"
"vacancies","Occupation (SOC2020 Major Group)","Worcestershire LSIP","6 - Caring, leisure and other service occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","Worcestershire LSIP","4 - Administrative and secretarial occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","Worcestershire LSIP","9 - Elementary occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","Worcestershire LSIP","1 - Managers, directors and senior officials","All"
"vacancies","Occupation (SOC2020 Major Group)","Worcestershire LSIP","7 - Sales and customer service occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","Worcestershire LSIP","Unknown","All"
"vacancies","Occupation (SOC2020 Major Group)","York and North Yorkshire CA","2 - Professional occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","York and North Yorkshire CA","3 - Associate professional occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","York and North Yorkshire CA","9 - Elementary occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","York and North Yorkshire CA","5 - Skilled trades occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","York and North Yorkshire CA","4 - Administrative and secretarial occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","York and North Yorkshire CA","6 - Caring, leisure and other service occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","York and North Yorkshire CA","8 - Process, plant and machine operatives","All"
"vacancies","Occupation (SOC2020 Major Group)","York and North Yorkshire CA","1 - Managers, directors and senior officials","All"
"vacancies","Occupation (SOC2020 Major Group)","York and North Yorkshire CA","7 - Sales and customer service occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","York and North Yorkshire CA","Unknown","All"
"vacancies","Occupation (SOC2020 Major Group)","York and North Yorkshire LSIP","2 - Professional occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","York and North Yorkshire LSIP","3 - Associate professional occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","York and North Yorkshire LSIP","9 - Elementary occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","York and North Yorkshire LSIP","5 - Skilled trades occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","York and North Yorkshire LSIP","4 - Administrative and secretarial occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","York and North Yorkshire LSIP","6 - Caring, leisure and other service occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","York and North Yorkshire LSIP","8 - Process, plant and machine operatives","All"
"vacancies","Occupation (SOC2020 Major Group)","York and North Yorkshire LSIP","1 - Managers, directors and senior officials","All"
"vacancies","Occupation (SOC2020 Major Group)","York and North Yorkshire LSIP","7 - Sales and customer service occupations","All"
"vacancies","Occupation (SOC2020 Major Group)","York and North Yorkshire LSIP","Unknown","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Buckinghamshire LSIP","35 - Business and public service associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Buckinghamshire LSIP","61 - Caring personal service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Buckinghamshire LSIP","41 - Administrative occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Buckinghamshire LSIP","92 - Elementary administration and service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Buckinghamshire LSIP","24 - Business, media and public service professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Buckinghamshire LSIP","52 - Skilled metal, electrical and electronic trades","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Buckinghamshire LSIP","23 - Teaching and other educational professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Buckinghamshire LSIP","21 - Science, research, engineering and technology professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Buckinghamshire LSIP","22 - Health professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Buckinghamshire LSIP","31 - Science, engineering and technology associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cambridgeshire and Peterborough CA","21 - Science, research, engineering and technology professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cambridgeshire and Peterborough CA","35 - Business and public service associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cambridgeshire and Peterborough CA","24 - Business, media and public service professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cambridgeshire and Peterborough CA","41 - Administrative occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cambridgeshire and Peterborough CA","52 - Skilled metal, electrical and electronic trades","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cambridgeshire and Peterborough CA","61 - Caring personal service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cambridgeshire and Peterborough CA","92 - Elementary administration and service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cambridgeshire and Peterborough CA","22 - Health professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cambridgeshire and Peterborough CA","11 - Corporate managers and directors","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cambridgeshire and Peterborough CA","31 - Science, engineering and technology associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cambridgeshire and Peterborough LSIP","21 - Science, research, engineering and technology professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cambridgeshire and Peterborough LSIP","35 - Business and public service associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cambridgeshire and Peterborough LSIP","24 - Business, media and public service professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cambridgeshire and Peterborough LSIP","41 - Administrative occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cambridgeshire and Peterborough LSIP","52 - Skilled metal, electrical and electronic trades","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cambridgeshire and Peterborough LSIP","61 - Caring personal service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cambridgeshire and Peterborough LSIP","92 - Elementary administration and service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cambridgeshire and Peterborough LSIP","22 - Health professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cambridgeshire and Peterborough LSIP","11 - Corporate managers and directors","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cambridgeshire and Peterborough LSIP","31 - Science, engineering and technology associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cheshire and Warrington LSIP","35 - Business and public service associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cheshire and Warrington LSIP","41 - Administrative occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cheshire and Warrington LSIP","61 - Caring personal service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cheshire and Warrington LSIP","92 - Elementary administration and service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cheshire and Warrington LSIP","24 - Business, media and public service professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cheshire and Warrington LSIP","21 - Science, research, engineering and technology professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cheshire and Warrington LSIP","52 - Skilled metal, electrical and electronic trades","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cheshire and Warrington LSIP","22 - Health professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cheshire and Warrington LSIP","31 - Science, engineering and technology associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cheshire and Warrington LSIP","11 - Corporate managers and directors","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cornwall and the Isles of Scilly LSIP","61 - Caring personal service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cornwall and the Isles of Scilly LSIP","92 - Elementary administration and service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cornwall and the Isles of Scilly LSIP","35 - Business and public service associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cornwall and the Isles of Scilly LSIP","22 - Health professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cornwall and the Isles of Scilly LSIP","41 - Administrative occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cornwall and the Isles of Scilly LSIP","82 - Transport and mobile machine drivers and operatives","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cornwall and the Isles of Scilly LSIP","54 - Textiles, printing and other skilled trades","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cornwall and the Isles of Scilly LSIP","24 - Business, media and public service professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cornwall and the Isles of Scilly LSIP","52 - Skilled metal, electrical and electronic trades","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cornwall and the Isles of Scilly LSIP","81 - Process, plant and machine operatives","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cumbria LSIP","92 - Elementary administration and service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cumbria LSIP","61 - Caring personal service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cumbria LSIP","35 - Business and public service associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cumbria LSIP","41 - Administrative occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cumbria LSIP","21 - Science, research, engineering and technology professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cumbria LSIP","52 - Skilled metal, electrical and electronic trades","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cumbria LSIP","22 - Health professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cumbria LSIP","24 - Business, media and public service professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cumbria LSIP","82 - Transport and mobile machine drivers and operatives","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Cumbria LSIP","54 - Textiles, printing and other skilled trades","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Devon and Torbay CA","92 - Elementary administration and service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Devon and Torbay CA","35 - Business and public service associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Devon and Torbay CA","61 - Caring personal service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Devon and Torbay CA","24 - Business, media and public service professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Devon and Torbay CA","41 - Administrative occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Devon and Torbay CA","22 - Health professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Devon and Torbay CA","52 - Skilled metal, electrical and electronic trades","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Devon and Torbay CA","82 - Transport and mobile machine drivers and operatives","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Devon and Torbay CA","21 - Science, research, engineering and technology professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Devon and Torbay CA","81 - Process, plant and machine operatives","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Dorset LSIP","61 - Caring personal service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Dorset LSIP","35 - Business and public service associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Dorset LSIP","92 - Elementary administration and service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Dorset LSIP","41 - Administrative occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Dorset LSIP","22 - Health professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Dorset LSIP","52 - Skilled metal, electrical and electronic trades","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Dorset LSIP","24 - Business, media and public service professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Dorset LSIP","21 - Science, research, engineering and technology professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Dorset LSIP","23 - Teaching and other educational professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Dorset LSIP","31 - Science, engineering and technology associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","East Midlands CA","35 - Business and public service associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","East Midlands CA","21 - Science, research, engineering and technology professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","East Midlands CA","24 - Business, media and public service professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","East Midlands CA","61 - Caring personal service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","East Midlands CA","41 - Administrative occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","East Midlands CA","52 - Skilled metal, electrical and electronic trades","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","East Midlands CA","92 - Elementary administration and service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","East Midlands CA","22 - Health professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","East Midlands CA","82 - Transport and mobile machine drivers and operatives","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","East Midlands CA","11 - Corporate managers and directors","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","East Midlands LSIP","35 - Business and public service associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","East Midlands LSIP","21 - Science, research, engineering and technology professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","East Midlands LSIP","24 - Business, media and public service professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","East Midlands LSIP","61 - Caring personal service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","East Midlands LSIP","41 - Administrative occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","East Midlands LSIP","52 - Skilled metal, electrical and electronic trades","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","East Midlands LSIP","92 - Elementary administration and service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","East Midlands LSIP","22 - Health professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","East Midlands LSIP","82 - Transport and mobile machine drivers and operatives","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","East Midlands LSIP","11 - Corporate managers and directors","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","England","35 - Business and public service associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","England","24 - Business, media and public service professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","England","41 - Administrative occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","England","61 - Caring personal service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","England","21 - Science, research, engineering and technology professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","England","92 - Elementary administration and service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","England","52 - Skilled metal, electrical and electronic trades","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","England","22 - Health professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","England","82 - Transport and mobile machine drivers and operatives","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","England","11 - Corporate managers and directors","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Gloucestershire LSIP","35 - Business and public service associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Gloucestershire LSIP","21 - Science, research, engineering and technology professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Gloucestershire LSIP","24 - Business, media and public service professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Gloucestershire LSIP","41 - Administrative occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Gloucestershire LSIP","92 - Elementary administration and service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Gloucestershire LSIP","52 - Skilled metal, electrical and electronic trades","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Gloucestershire LSIP","61 - Caring personal service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Gloucestershire LSIP","22 - Health professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Gloucestershire LSIP","31 - Science, engineering and technology associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Gloucestershire LSIP","11 - Corporate managers and directors","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Devon LSIP","35 - Business and public service associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Devon LSIP","92 - Elementary administration and service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Devon LSIP","61 - Caring personal service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Devon LSIP","24 - Business, media and public service professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Devon LSIP","41 - Administrative occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Devon LSIP","22 - Health professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Devon LSIP","52 - Skilled metal, electrical and electronic trades","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Devon LSIP","21 - Science, research, engineering and technology professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Devon LSIP","82 - Transport and mobile machine drivers and operatives","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Devon LSIP","81 - Process, plant and machine operatives","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Essex LSIP","35 - Business and public service associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Essex LSIP","61 - Caring personal service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Essex LSIP","41 - Administrative occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Essex LSIP","22 - Health professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Essex LSIP","92 - Elementary administration and service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Essex LSIP","52 - Skilled metal, electrical and electronic trades","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Essex LSIP","24 - Business, media and public service professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Essex LSIP","82 - Transport and mobile machine drivers and operatives","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Essex LSIP","21 - Science, research, engineering and technology professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Essex LSIP","23 - Teaching and other educational professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Lincolnshire CA","61 - Caring personal service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Lincolnshire CA","35 - Business and public service associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Lincolnshire CA","92 - Elementary administration and service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Lincolnshire CA","52 - Skilled metal, electrical and electronic trades","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Lincolnshire CA","41 - Administrative occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Lincolnshire CA","22 - Health professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Lincolnshire CA","82 - Transport and mobile machine drivers and operatives","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Lincolnshire CA","24 - Business, media and public service professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Lincolnshire CA","81 - Process, plant and machine operatives","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Lincolnshire CA","21 - Science, research, engineering and technology professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Lincolnshire LSIP","61 - Caring personal service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Lincolnshire LSIP","35 - Business and public service associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Lincolnshire LSIP","92 - Elementary administration and service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Lincolnshire LSIP","52 - Skilled metal, electrical and electronic trades","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Lincolnshire LSIP","41 - Administrative occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Lincolnshire LSIP","22 - Health professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Lincolnshire LSIP","82 - Transport and mobile machine drivers and operatives","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Lincolnshire LSIP","24 - Business, media and public service professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Lincolnshire LSIP","81 - Process, plant and machine operatives","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Lincolnshire LSIP","21 - Science, research, engineering and technology professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater London Authority CA","35 - Business and public service associate professionals","All"
