"geographic_level","area","Summary Profession Category","Detailed Profession Category","time_period","vacancies"
"Local Skills Improvement Plan","Gloucestershire","Education and Training","Social and Health Higher Education Teachers","Oct 22","15"
"Local Skills Improvement Plan","Gloucestershire","Education and Training","Teacher Training Educators","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Education and Training","Technical and Vocational Secondary Education Teachers","Oct 22","50"
"Local Skills Improvement Plan","Gloucestershire","Education and Training","Technical Sciences Lecturers","Oct 22","5"
"Local Skills Improvement Plan","Gloucestershire","Education and Training","University Lecturers (other)","Oct 22","10"
"Local Skills Improvement Plan","Gloucestershire","Education and Training","Vocational Higher Education Teachers","Oct 22","20"
"Local Skills Improvement Plan","Gloucestershire","Education and Training","Vocational Secondary School Teachers","Oct 22","5"
"Local Skills Improvement Plan","Gloucestershire","Engineering","Business Administration and Engineering Experts","Oct 22","180"
"Local Skills Improvement Plan","Gloucestershire","Engineering","Chemical Engineers, Designers, and Technicians","Oct 22","60"
"Local Skills Improvement Plan","Gloucestershire","Engineering","Civil Engineering Draughtsmen and Designers","Oct 22","5"
"Local Skills Improvement Plan","Gloucestershire","Engineering","Civil Engineering Engineers, Designers, and Technicians","Oct 22","120"
"Local Skills Improvement Plan","Gloucestershire","Engineering","Construction Draughtsman and Designers","Oct 22","30"
"Local Skills Improvement Plan","Gloucestershire","Engineering","Construction Engineers, Designers, and Technicians","Oct 22","65"
"Local Skills Improvement Plan","Gloucestershire","Engineering","Electrical Draughtsmen and Engineers","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Engineering","Electrical Engineers, Designers, and Technicians","Oct 22","315"
"Local Skills Improvement Plan","Gloucestershire","Engineering","Engineering (other)","Oct 22","120"
"Local Skills Improvement Plan","Gloucestershire","Engineering","Engineering Calculators and Planners","Oct 22","90"
"Local Skills Improvement Plan","Gloucestershire","Engineering","Engineering Managers","Oct 22","110"
"Local Skills Improvement Plan","Gloucestershire","Engineering","Material and Process Technologists","Oct 22","10"
"Local Skills Improvement Plan","Gloucestershire","Engineering","Mechanical Engineering Draughtsmen and Designers","Oct 22","10"
"Local Skills Improvement Plan","Gloucestershire","Engineering","Mechanical Engineering Engineers, Designers, and Technicians","Oct 22","215"
"Local Skills Improvement Plan","Gloucestershire","Engineering","Surveyors and Cartographers","Oct 22","25"
"Local Skills Improvement Plan","Gloucestershire","Healthcare","Alternative Healers","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Healthcare","Care and Welfare Directors","Oct 22","55"
"Local Skills Improvement Plan","Gloucestershire","Healthcare","Care Assistants","Oct 22","725"
"Local Skills Improvement Plan","Gloucestershire","Healthcare","Care Managers","Oct 22","180"
"Local Skills Improvement Plan","Gloucestershire","Healthcare","Carers","Oct 22","160"
"Local Skills Improvement Plan","Gloucestershire","Healthcare","Childcare Employees","Oct 22","165"
"Local Skills Improvement Plan","Gloucestershire","Healthcare","Dentists and Dental Specialists","Oct 22","70"
"Local Skills Improvement Plan","Gloucestershire","Healthcare","Head Nurses and Coordinators","Oct 22","105"
"Local Skills Improvement Plan","Gloucestershire","Healthcare","Healthcare (other)","Oct 22","15"
"Local Skills Improvement Plan","Gloucestershire","Healthcare","Laboratory Technicians","Oct 22","15"
"Local Skills Improvement Plan","Gloucestershire","Healthcare","Medical Assistants","Oct 22","75"
"Local Skills Improvement Plan","Gloucestershire","Healthcare","Nursing","Oct 22","375"
"Local Skills Improvement Plan","Gloucestershire","Healthcare","Nutritionists and Therapists","Oct 22","80"
"Local Skills Improvement Plan","Gloucestershire","Healthcare","Pharmacists and Pharmacologists","Oct 22","45"
"Local Skills Improvement Plan","Gloucestershire","Healthcare","Physicians","Oct 22","90"
"Local Skills Improvement Plan","Gloucestershire","Healthcare","Psychologists and Educational Consultants","Oct 22","35"
"Local Skills Improvement Plan","Gloucestershire","Healthcare","Researchers and Analysts","Oct 22","45"
"Local Skills Improvement Plan","Gloucestershire","Healthcare","Specialised Nurses","Oct 22","175"
"Local Skills Improvement Plan","Gloucestershire","Healthcare","Specialists and Surgeons","Oct 22","50"
"Local Skills Improvement Plan","Gloucestershire","Healthcare","Technicians and Medical Device Makers","Oct 22","50"
"Local Skills Improvement Plan","Gloucestershire","Hospitality","Chefs and Other Food Preparers","Oct 22","360"
"Local Skills Improvement Plan","Gloucestershire","Hospitality","Hospitality (other)","Oct 22","10"
"Local Skills Improvement Plan","Gloucestershire","Hospitality","Hospitality and Catering Managers","Oct 22","150"
"Local Skills Improvement Plan","Gloucestershire","Hospitality","Hospitality and Catering Senior Personnel","Oct 22","30"
"Local Skills Improvement Plan","Gloucestershire","Hospitality","Hospitality and Service Personnel","Oct 22","290"
"Local Skills Improvement Plan","Gloucestershire","Hospitality","Hospitality Personnel (other)","Oct 22","15"
"Local Skills Improvement Plan","Gloucestershire","Hospitality","Kitchen Assistants","Oct 22","95"
"Local Skills Improvement Plan","Gloucestershire","Information and Communication Technology","Consultants and Specialists","Oct 22","285"
"Local Skills Improvement Plan","Gloucestershire","Information and Communication Technology","Database Specialists","Oct 22","110"
"Local Skills Improvement Plan","Gloucestershire","Information and Communication Technology","Information and Communication Technology (other)","Oct 22","100"
"Local Skills Improvement Plan","Gloucestershire","Information and Communication Technology","IT Coordinators","Oct 22","120"
"Local Skills Improvement Plan","Gloucestershire","Information and Communication Technology","IT Managers","Oct 22","95"
"Local Skills Improvement Plan","Gloucestershire","Information and Communication Technology","IT R&D Professionals","Oct 22","35"
"Local Skills Improvement Plan","Gloucestershire","Information and Communication Technology","IT Testers","Oct 22","150"
"Local Skills Improvement Plan","Gloucestershire","Information and Communication Technology","Network Specialists","Oct 22","35"
"Local Skills Improvement Plan","Gloucestershire","Information and Communication Technology","Programmers","Oct 22","510"
"Local Skills Improvement Plan","Gloucestershire","Information and Communication Technology","Support Staff","Oct 22","230"
"Local Skills Improvement Plan","Gloucestershire","Information and Communication Technology","System and Application Administrators","Oct 22","50"
"Local Skills Improvement Plan","Gloucestershire","Information and Communication Technology","System Developers and Analysts","Oct 22","270"
"Local Skills Improvement Plan","Gloucestershire","Information and Communication Technology","Web Professionals","Oct 22","100"
"Local Skills Improvement Plan","Gloucestershire","Installation, Repair and Maintenance","Electrical Equipment Mechanics","Oct 22","90"
"Local Skills Improvement Plan","Gloucestershire","Installation, Repair and Maintenance","Elevator, Escalator, and Door Mechanics","Oct 22","5"
"Local Skills Improvement Plan","Gloucestershire","Installation, Repair and Maintenance","Gauge and Valve Mechanics","Oct 22","5"
"Local Skills Improvement Plan","Gloucestershire","Installation, Repair and Maintenance","Industrial Machinery Mechanics","Oct 22","130"
"Local Skills Improvement Plan","Gloucestershire","Installation, Repair and Maintenance","Installation, Repair and Maintenance (other)","Oct 22","65"
"Local Skills Improvement Plan","Gloucestershire","Installation, Repair and Maintenance","Installation, Repair and Maintenance Inspectors","Oct 22","10"
"Local Skills Improvement Plan","Gloucestershire","Installation, Repair and Maintenance","Installation, Repair, and Maintenance Heads/managers","Oct 22","75"
"Local Skills Improvement Plan","Gloucestershire","Installation, Repair and Maintenance","Mechanics and Joiners (other)","Oct 22","25"
"Local Skills Improvement Plan","Gloucestershire","Installation, Repair and Maintenance","Mobile Machinery Mechanics","Oct 22","5"
"Local Skills Improvement Plan","Gloucestershire","Installation, Repair and Maintenance","Office Equipment Mechanics","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Installation, Repair and Maintenance","Plane, Train and Ship Mechanics","Oct 22","10"
"Local Skills Improvement Plan","Gloucestershire","Installation, Repair and Maintenance","Precision and Musical Instrument Technicians","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Installation, Repair and Maintenance","Refrigeration, Heating, and White Goods Mechanics","Oct 22","75"
"Local Skills Improvement Plan","Gloucestershire","Installation, Repair and Maintenance","Vehicle Mechanics","Oct 22","225"
"Local Skills Improvement Plan","Gloucestershire","Insurance and Finance","Accountants","Oct 22","485"
"Local Skills Improvement Plan","Gloucestershire","Insurance and Finance","Bank Branch Employees","Oct 22","10"
"Local Skills Improvement Plan","Gloucestershire","Insurance and Finance","Economists","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Insurance and Finance","Financial Directors","Oct 22","30"
"Local Skills Improvement Plan","Gloucestershire","Insurance and Finance","Financial Experts","Oct 22","100"
"Local Skills Improvement Plan","Gloucestershire","Insurance and Finance","Insurance & Finance Advisors","Oct 22","90"
"Local Skills Improvement Plan","Gloucestershire","Insurance and Finance","Insurance & Finance Managers","Oct 22","280"
"Local Skills Improvement Plan","Gloucestershire","Insurance and Finance","Insurance & Finance Personnel","Oct 22","45"
"Local Skills Improvement Plan","Gloucestershire","Insurance and Finance","Insurance and Finance (other)","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Insurance and Finance","Insurance Specialists","Oct 22","45"
"Local Skills Improvement Plan","Gloucestershire","Legal, Human Resources and Social Services","Clergy and Pastoral Workers","Oct 22","5"
"Local Skills Improvement Plan","Gloucestershire","Legal, Human Resources and Social Services","Court Support Staff","Oct 22","90"
"Local Skills Improvement Plan","Gloucestershire","Legal, Human Resources and Social Services","Judges","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Legal, Human Resources and Social Services","Labour Managers","Oct 22","150"
"Local Skills Improvement Plan","Gloucestershire","Legal, Human Resources and Social Services","Lawyers","Oct 22","280"
"Local Skills Improvement Plan","Gloucestershire","Legal, Human Resources and Social Services","Lawyers and Support Staff","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Legal, Human Resources and Social Services","Legal, Human Resources and Social Services (other)","Oct 22","10"
"Local Skills Improvement Plan","Gloucestershire","Legal, Human Resources and Social Services","Notaries and Support Staff","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Legal, Human Resources and Social Services","Occupational Health Experts and Inspectors","Oct 22","40"
"Local Skills Improvement Plan","Gloucestershire","Legal, Human Resources and Social Services","Personnel and Labour Experts","Oct 22","340"
"Local Skills Improvement Plan","Gloucestershire","Legal, Human Resources and Social Services","Prosecutors","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Legal, Human Resources and Social Services","Public Sector Work and Income Specialists","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Legal, Human Resources and Social Services","Social Work Managers","Oct 22","5"
"Local Skills Improvement Plan","Gloucestershire","Legal, Human Resources and Social Services","Social Workers","Oct 22","335"
"Local Skills Improvement Plan","Gloucestershire","Leisure, Sports and Tourism","Casino Staff and Bookmakers","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Leisure, Sports and Tourism","Entertainers","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Leisure, Sports and Tourism","Information Desk Personnel","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Leisure, Sports and Tourism","Leisure, Sports and Tourism (other)","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Leisure, Sports and Tourism","Professional Athletes","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Leisure, Sports and Tourism","Recreation and Tourism Managers and Directors","Oct 22","40"
"Local Skills Improvement Plan","Gloucestershire","Leisure, Sports and Tourism","Recreation Employees","Oct 22","10"
"Local Skills Improvement Plan","Gloucestershire","Leisure, Sports and Tourism","Sports Instructors","Oct 22","35"
"Local Skills Improvement Plan","Gloucestershire","Leisure, Sports and Tourism","Sports Officials","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Leisure, Sports and Tourism","Stewards and Hosts","Oct 22","5"
"Local Skills Improvement Plan","Gloucestershire","Leisure, Sports and Tourism","Tour Leaders and Guides","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Leisure, Sports and Tourism","Trainers and Coaches","Oct 22","25"
"Local Skills Improvement Plan","Gloucestershire","Leisure, Sports and Tourism","Travel and Travel Agency Personnel","Oct 22","20"
"Local Skills Improvement Plan","Gloucestershire","Management, Policy and Governance","General Directors","Oct 22","45"
"Local Skills Improvement Plan","Gloucestershire","Management, Policy and Governance","General Managers","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Management, Policy and Governance","Governance and Industry Policy Managers","Oct 22","20"
"Local Skills Improvement Plan","Gloucestershire","Management, Policy and Governance","Government Administrators","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Management, Policy and Governance","Government Inspectors","Oct 22","5"
"Local Skills Improvement Plan","Gloucestershire","Management, Policy and Governance","Heads of Public Authorities","Oct 22","5"
"Local Skills Improvement Plan","Gloucestershire","Management, Policy and Governance","Management Analysts and Consultants","Oct 22","225"
"Local Skills Improvement Plan","Gloucestershire","Management, Policy and Governance","Management, Policy and Governance (other)","Oct 22","680"
"Local Skills Improvement Plan","Gloucestershire","Management, Policy and Governance","Policy Advisers","Oct 22","10"
"Local Skills Improvement Plan","Gloucestershire","Management, Policy and Governance","Political Legislators, Representatives","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Management, Policy and Governance","Public Authorities Directors","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Management, Policy and Governance","Secretaries (associations and government services)","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Management, Policy and Governance","Union and Association Directors","Oct 22","5"
"Local Skills Improvement Plan","Gloucestershire","Natural and Environmental Sciences","Biologists","Oct 22","5"
"Local Skills Improvement Plan","Gloucestershire","Natural and Environmental Sciences","Chemists and Laboratory Technicians","Oct 22","15"
"Local Skills Improvement Plan","Gloucestershire","Natural and Environmental Sciences","Environmentalists and Inspectors","Oct 22","20"
"Local Skills Improvement Plan","Gloucestershire","Natural and Environmental Sciences","Geologists and Physical Geographers","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Natural and Environmental Sciences","Heads of Natural and Environmental Sciences","Oct 22","5"
"Local Skills Improvement Plan","Gloucestershire","Natural and Environmental Sciences","Mathematicians and Statisticians","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Natural and Environmental Sciences","Natural and Environmental Sciences (other)","Oct 22","5"
"Local Skills Improvement Plan","Gloucestershire","Natural and Environmental Sciences","Physicists","Oct 22","5"
"Local Skills Improvement Plan","Gloucestershire","Other","Other Professions","Oct 22","1380"
"Local Skills Improvement Plan","Gloucestershire","Personal Services","Animal Trainers, Caregivers, and Keepers","Oct 22","5"
"Local Skills Improvement Plan","Gloucestershire","Personal Services","Beauticians","Oct 22","40"
"Local Skills Improvement Plan","Gloucestershire","Personal Services","Funeral Personnel","Oct 22","10"
"Local Skills Improvement Plan","Gloucestershire","Personal Services","Hairdressers","Oct 22","5"
"Local Skills Improvement Plan","Gloucestershire","Personal Services","Personal Care Company Managers","Oct 22","10"
"Local Skills Improvement Plan","Gloucestershire","Personal Services","Personal Services (other)","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Personal Services","Stylists","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Police, Fire Department and Security","Detectives and Security Experts","Oct 22","80"
"Local Skills Improvement Plan","Gloucestershire","Police, Fire Department and Security","Firefighters","Oct 22","10"
"Local Skills Improvement Plan","Gloucestershire","Police, Fire Department and Security","Heads of Police, Fire and Security","Oct 22","20"
"Local Skills Improvement Plan","Gloucestershire","Police, Fire Department and Security","Police Inspectors","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Police, Fire Department and Security","Police Investigators","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Police, Fire Department and Security","Police, Fire Department and Security (other)","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Police, Fire Department and Security","Policemen","Oct 22","20"
"Local Skills Improvement Plan","Gloucestershire","Police, Fire Department and Security","Prison Guards","Oct 22","25"
"Local Skills Improvement Plan","Gloucestershire","Police, Fire Department and Security","Safety and Security Personnel","Oct 22","175"
"Local Skills Improvement Plan","Gloucestershire","Procurement and Warehouse Management","Buyers","Oct 22","115"
"Local Skills Improvement Plan","Gloucestershire","Procurement and Warehouse Management","Goods Handling, Crane Operators and Drivers","Oct 22","85"
"Local Skills Improvement Plan","Gloucestershire","Procurement and Warehouse Management","Heads of Procurement and Warehouse Management","Oct 22","115"
"Local Skills Improvement Plan","Gloucestershire","Procurement and Warehouse Management","Loaders and Order Pickers","Oct 22","40"
"Local Skills Improvement Plan","Gloucestershire","Procurement and Warehouse Management","Procurement and Warehouse Management (other)","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Procurement and Warehouse Management","Warehouse Managers","Oct 22","65"
"Local Skills Improvement Plan","Gloucestershire","Procurement and Warehouse Management","Warehouse Staff and Box Fillers","Oct 22","315"
"Local Skills Improvement Plan","Gloucestershire","Production","Automation Assistants","Oct 22","5"
"Local Skills Improvement Plan","Gloucestershire","Production","Butchers, Slaughterers and Bakers","Oct 22","20"
"Local Skills Improvement Plan","Gloucestershire","Production","CNC Operators and Programmers","Oct 22","145"
"Local Skills Improvement Plan","Gloucestershire","Production","Constructors, Builders, and Fitters","Oct 22","80"
"Local Skills Improvement Plan","Gloucestershire","Production","Engravers, Hand Printers, and Precision Painters","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Production","Food Processing Personnel","Oct 22","10"
"Local Skills Improvement Plan","Gloucestershire","Production","Foundries, Casting Model Makers","Oct 22","10"
"Local Skills Improvement Plan","Gloucestershire","Production","Glass and Stone Workers","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Production","Graphics Finishers","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Production","Jewellers and Gem Processors","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Production","Machine Woodworkers","Oct 22","5"
"Local Skills Improvement Plan","Gloucestershire","Production","Machined Metal Workers","Oct 22","20"
"Local Skills Improvement Plan","Gloucestershire","Production","Machined Plastics Processors","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Production","Painters and Sprayers","Oct 22","20"
"Local Skills Improvement Plan","Gloucestershire","Production","Photography and Microchips Developers","Oct 22","5"
"Local Skills Improvement Plan","Gloucestershire","Production","Printers","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Production","Printing Preparation and Layout Personnel","Oct 22","10"
"Local Skills Improvement Plan","Gloucestershire","Production","Process Operators","Oct 22","15"
"Local Skills Improvement Plan","Gloucestershire","Production","Production (other)","Oct 22","5"
"Local Skills Improvement Plan","Gloucestershire","Production","Production Managers","Oct 22","110"
"Local Skills Improvement Plan","Gloucestershire","Production","Production Personnel","Oct 22","335"
"Local Skills Improvement Plan","Gloucestershire","Production","Production Supervisors","Oct 22","65"
"Local Skills Improvement Plan","Gloucestershire","Production","Quality Controllers and Sorters","Oct 22","60"
"Local Skills Improvement Plan","Gloucestershire","Production","Textile Personnel","Oct 22","20"
"Local Skills Improvement Plan","Gloucestershire","Production","Welders, Solderers, and Brazers","Oct 22","45"
"Local Skills Improvement Plan","Gloucestershire","Production","Wood Workers","Oct 22","5"
"Local Skills Improvement Plan","Gloucestershire","Sales and Trading","Advertisements and Publicity Promotors and Personnel","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Sales and Trading","Articles and Products Representives","Oct 22","100"
"Local Skills Improvement Plan","Gloucestershire","Sales and Trading","Auctioneers and Staff","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Sales and Trading","Brokers","Oct 22","75"
"Local Skills Improvement Plan","Gloucestershire","Sales and Trading","Business Services Account Managers","Oct 22","325"
"Local Skills Improvement Plan","Gloucestershire","Sales and Trading","Commercial Personnel and Telemarketers","Oct 22","60"
"Local Skills Improvement Plan","Gloucestershire","Sales and Trading","Front Desk and Rental Personnel","Oct 22","20"
"Local Skills Improvement Plan","Gloucestershire","Sales and Trading","Market and Street Vendors","Oct 22","15"
"Local Skills Improvement Plan","Gloucestershire","Sales and Trading","Retail Sales Leaders","Oct 22","180"
"Local Skills Improvement Plan","Gloucestershire","Sales and Trading","Sales and Trading (other)","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Sales and Trading","Sales Managers","Oct 22","375"
"Local Skills Improvement Plan","Gloucestershire","Sales and Trading","Sellers","Oct 22","415"
"Local Skills Improvement Plan","Gloucestershire","Sales and Trading","Traders","Oct 22","5"
"Local Skills Improvement Plan","Gloucestershire","Transport and Traffic","Air Traffic Controllers, Traffic Controllers, and Harbourmasters","Oct 22","5"
"Local Skills Improvement Plan","Gloucestershire","Transport and Traffic","Air, Water and Road Inspectors","Oct 22","5"
"Local Skills Improvement Plan","Gloucestershire","Transport and Traffic","Carriage and Transport Managers","Oct 22","15"
"Local Skills Improvement Plan","Gloucestershire","Transport and Traffic","Couriers and Delivery Personnel","Oct 22","25"
"Local Skills Improvement Plan","Gloucestershire","Transport and Traffic","Freight Drivers","Oct 22","340"
"Local Skills Improvement Plan","Gloucestershire","Transport and Traffic","Loading and Unloading Workers","Oct 22","10"
"Local Skills Improvement Plan","Gloucestershire","Transport and Traffic","Pilots","Oct 22","5"
"Local Skills Improvement Plan","Gloucestershire","Transport and Traffic","Public and Private Chauffeurs/drivers","Oct 22","50"
"Local Skills Improvement Plan","Gloucestershire","Transport and Traffic","Sea Captains and Mates","Oct 22","5"
"Local Skills Improvement Plan","Gloucestershire","Transport and Traffic","Service Leaders and Coordinators","Oct 22","[x]"
"Local Skills Improvement Plan","Gloucestershire","Transport and Traffic","Train Drivers and Conductors","Oct 22","10"
"Local Skills Improvement Plan","Gloucestershire","Transport and Traffic","Transport and Traffic (other)","Oct 22","[x]"
"Local Skills Improvement Plan","Greater Lincolnshire","Administration and Customer Service","Administration and Customer Service (other)","Oct 22","10"
"Local Skills Improvement Plan","Greater Lincolnshire","Administration and Customer Service","Administrative Personnel","Oct 22","210"
"Local Skills Improvement Plan","Greater Lincolnshire","Administration and Customer Service","Customer Service Personnel","Oct 22","235"
"Local Skills Improvement Plan","Greater Lincolnshire","Administration and Customer Service","Financial-administrative Personnel","Oct 22","135"
"Local Skills Improvement Plan","Greater Lincolnshire","Administration and Customer Service","Heads of Administration and Customer Services","Oct 22","195"
"Local Skills Improvement Plan","Greater Lincolnshire","Administration and Customer Service","Personnel and Salaries Administrators","Oct 22","50"
"Local Skills Improvement Plan","Greater Lincolnshire","Administration and Customer Service","Planners","Oct 22","155"
"Local Skills Improvement Plan","Greater Lincolnshire","Administration and Customer Service","Receptionists","Oct 22","140"
"Local Skills Improvement Plan","Greater Lincolnshire","Administration and Customer Service","Schedulers and Coordinators","Oct 22","5"
"Local Skills Improvement Plan","Greater Lincolnshire","Administration and Customer Service","Secretaries","Oct 22","75"
"Local Skills Improvement Plan","Greater Lincolnshire","Administration and Customer Service","Telephonists and Announcers","Oct 22","10"
"Local Skills Improvement Plan","Greater Lincolnshire","Administration and Customer Service","Typists","Oct 22","5"
"Local Skills Improvement Plan","Greater Lincolnshire","Agriculture, Livestock and Fishing","Agricultural and Livestock Specialists","Oct 22","10"
"Local Skills Improvement Plan","Greater Lincolnshire","Agriculture, Livestock and Fishing","Agricultural Employees","Oct 22","30"
"Local Skills Improvement Plan","Greater Lincolnshire","Agriculture, Livestock and Fishing","Agriculture and Fisheries Supervisors","Oct 22","10"
"Local Skills Improvement Plan","Greater Lincolnshire","Agriculture, Livestock and Fishing","Agriculture, Livestock and Fishing (other)","Oct 22","[x]"
"Local Skills Improvement Plan","Greater Lincolnshire","Agriculture, Livestock and Fishing","Cultivators","Oct 22","5"
"Local Skills Improvement Plan","Greater Lincolnshire","Agriculture, Livestock and Fishing","Farmers and Animal Breeders","Oct 22","20"
"Local Skills Improvement Plan","Greater Lincolnshire","Agriculture, Livestock and Fishing","Fishermen and Fish Farmers","Oct 22","5"
"Local Skills Improvement Plan","Greater Lincolnshire","Agriculture, Livestock and Fishing","Forest Workers and Managers","Oct 22","5"
"Local Skills Improvement Plan","Greater Lincolnshire","Agriculture, Livestock and Fishing","Gardeners","Oct 22","45"
"Local Skills Improvement Plan","Greater Lincolnshire","Agriculture, Livestock and Fishing","Inspectors and Regulators","Oct 22","5"
"Local Skills Improvement Plan","Greater Lincolnshire","Agriculture, Livestock and Fishing","Veterinarians","Oct 22","100"
"Local Skills Improvement Plan","Greater Lincolnshire","Arts, Culture and Media","Actors","Oct 22","5"
"Local Skills Improvement Plan","Greater Lincolnshire","Arts, Culture and Media","Art, Culture, and Media Managers","Oct 22","[x]"
"Local Skills Improvement Plan","Greater Lincolnshire","Arts, Culture and Media","Arts, Culture and Media (other)","Oct 22","10"
"Local Skills Improvement Plan","Greater Lincolnshire","Arts, Culture and Media","Audio/visual Editors","Oct 22","[x]"
"Local Skills Improvement Plan","Greater Lincolnshire","Arts, Culture and Media","Conductors, Composers, and Choreographers","Oct 22","[x]"
"Local Skills Improvement Plan","Greater Lincolnshire","Arts, Culture and Media","Directors and Producers","Oct 22","5"
"Local Skills Improvement Plan","Greater Lincolnshire","Arts, Culture and Media","Film, Theatre, Television, and Studio Technicians","Oct 22","5"
"Local Skills Improvement Plan","Greater Lincolnshire","Arts, Culture and Media","Illustrators and Designers (2D)","Oct 22","20"
"Local Skills Improvement Plan","Greater Lincolnshire","Arts, Culture and Media","Illustrators and Designers (3D)","Oct 22","30"
"Local Skills Improvement Plan","Greater Lincolnshire","Arts, Culture and Media","Journalists and Editors","Oct 22","15"
"Local Skills Improvement Plan","Greater Lincolnshire","Arts, Culture and Media","Librarians and Documentalists","Oct 22","10"
"Local Skills Improvement Plan","Greater Lincolnshire","Arts, Culture and Media","Museum Personnel","Oct 22","[x]"
"Local Skills Improvement Plan","Greater Lincolnshire","Arts, Culture and Media","Musicians, Singers and Dancers","Oct 22","5"
"Local Skills Improvement Plan","Greater Lincolnshire","Arts, Culture and Media","Photographers and Cameramen","Oct 22","10"
"Local Skills Improvement Plan","Greater Lincolnshire","Arts, Culture and Media","Presenters","Oct 22","[x]"
"Local Skills Improvement Plan","Greater Lincolnshire","Arts, Culture and Media","Restorers","Oct 22","[x]"
"Local Skills Improvement Plan","Greater Lincolnshire","Arts, Culture and Media","Translators and Interpreters","Oct 22","10"
"Local Skills Improvement Plan","Greater Lincolnshire","Arts, Culture and Media","Writers and Poets","Oct 22","5"
"Local Skills Improvement Plan","Greater Lincolnshire","Cleaning and Maintenance","Buildings and Premises Cleaners","Oct 22","10"
"Local Skills Improvement Plan","Greater Lincolnshire","Cleaning and Maintenance","Caretakers and Administrators","Oct 22","130"
"Local Skills Improvement Plan","Greater Lincolnshire","Cleaning and Maintenance","Cleaning and Maintenance (other)","Oct 22","[x]"
"Local Skills Improvement Plan","Greater Lincolnshire","Cleaning and Maintenance","Cleaning and Maintenance Managers","Oct 22","40"
"Local Skills Improvement Plan","Greater Lincolnshire","Cleaning and Maintenance","Interior Cleaners","Oct 22","310"
"Local Skills Improvement Plan","Greater Lincolnshire","Cleaning and Maintenance","Municipal Cleaning Staff","Oct 22","15"
"Local Skills Improvement Plan","Greater Lincolnshire","Cleaning and Maintenance","Vehicle and Equipment Cleaners","Oct 22","10"
"Local Skills Improvement Plan","Greater Lincolnshire","Communication, Marketing and Public Relations","Business Managers and Agents","Oct 22","[x]"
"Local Skills Improvement Plan","Greater Lincolnshire","Communication, Marketing and Public Relations","Communication, Marketing and Public Relations (other)","Oct 22","[x]"
"Local Skills Improvement Plan","Greater Lincolnshire","Communication, Marketing and Public Relations","Communication, Marketing and Public Relations Managers","Oct 22","160"
"Local Skills Improvement Plan","Greater Lincolnshire","Communication, Marketing and Public Relations","Fundraisers","Oct 22","20"
"Local Skills Improvement Plan","Greater Lincolnshire","Communication, Marketing and Public Relations","Information and Public Relations Personnel","Oct 22","15"
"Local Skills Improvement Plan","Greater Lincolnshire","Communication, Marketing and Public Relations","Marketing and Advertising Personnel","Oct 22","130"
