"geogConcat","metric","breakdown","subgroup","value","valueText"
"Gloucestershire LSIP","participation_rate_per_100000_population","Age","25+",3784.91460414017,"3784.91460414017"
"Greater Birmingham and Solihull LEP","participation_rate_per_100000_population","Age","19-24",11135.89159079,"11135.89159079"
"Greater Birmingham and Solihull LEP","participation_rate_per_100000_population","Age","25+",4702.63254291924,"4702.63254291924"
"Greater Cambridge and Greater Peterborough LEP","participation_rate_per_100000_population","Age","19-24",8693.38990037983,"8693.38990037983"
"Greater Cambridge and Greater Peterborough LEP","participation_rate_per_100000_population","Age","25+",3320.67610416892,"3320.67610416892"
"Greater Lincolnshire LEP","participation_rate_per_100000_population","Age","19-24",11996.5973024111,"11996.5973024111"
"Greater Lincolnshire LEP","participation_rate_per_100000_population","Age","25+",4578.25905352132,"4578.25905352132"
"Greater Lincolnshire LSIP","participation_rate_per_100000_population","Age","19-24",11996.5973024111,"11996.5973024111"
"Greater Lincolnshire LSIP","participation_rate_per_100000_population","Age","25+",4578.25905352132,"4578.25905352132"
"Greater London Authority MCA","participation_rate_per_100000_population","Age","19-24",9581.40835829365,"9581.40835829365"
"Greater London Authority MCA","participation_rate_per_100000_population","Age","25+",4855.39652728408,"4855.39652728408"
"Greater London LSIP","participation_rate_per_100000_population","Age","19-24",9581.40835829365,"9581.40835829365"
"Greater London LSIP","participation_rate_per_100000_population","Age","25+",4855.39652728408,"4855.39652728408"
"Greater Manchester LEP","participation_rate_per_100000_population","Age","19-24",10886.7905549404,"10886.7905549404"
"Greater Manchester LEP","participation_rate_per_100000_population","Age","25+",4579.54258761827,"4579.54258761827"
"Greater Manchester LSIP","participation_rate_per_100000_population","Age","19-24",10886.7905549404,"10886.7905549404"
"Greater Manchester LSIP","participation_rate_per_100000_population","Age","25+",4579.54258761827,"4579.54258761827"
"Greater Manchester MCA","participation_rate_per_100000_population","Age","19-24",10886.7905549404,"10886.7905549404"
"Greater Manchester MCA","participation_rate_per_100000_population","Age","25+",4579.54258761827,"4579.54258761827"
"Heart of the South-West LSIP","participation_rate_per_100000_population","Age","19-24",12386.8937476392,"12386.8937476392"
"Heart of the South-West LSIP","participation_rate_per_100000_population","Age","25+",4712.81890050519,"4712.81890050519"
"Heart of the South West LEP","participation_rate_per_100000_population","Age","19-24",12386.8937476392,"12386.8937476392"
"Heart of the South West LEP","participation_rate_per_100000_population","Age","25+",4712.81890050519,"4712.81890050519"
"Hertfordshire LEP","participation_rate_per_100000_population","Age","19-24",10059.2631149735,"10059.2631149735"
"Hertfordshire LEP","participation_rate_per_100000_population","Age","25+",2941.43896702823,"2941.43896702823"
"Hertfordshire LSIP","participation_rate_per_100000_population","Age","19-24",10059.2631149735,"10059.2631149735"
"Hertfordshire LSIP","participation_rate_per_100000_population","Age","25+",2941.43896702823,"2941.43896702823"
"Hull and East Yorkshire LEP","participation_rate_per_100000_population","Age","19-24",14965.1698921173,"14965.1698921173"
"Hull and East Yorkshire LEP","participation_rate_per_100000_population","Age","25+",4593.72116254671,"4593.72116254671"
"Hull and East Yorkshire LSIP","participation_rate_per_100000_population","Age","19-24",14965.1698921173,"14965.1698921173"
"Hull and East Yorkshire LSIP","participation_rate_per_100000_population","Age","25+",4593.72116254671,"4593.72116254671"
"Kent and Medway LSIP","participation_rate_per_100000_population","Age","19-24",10689.4977290987,"10689.4977290987"
"Kent and Medway LSIP","participation_rate_per_100000_population","Age","25+",4117.98256198014,"4117.98256198014"
"Lancashire LEP","participation_rate_per_100000_population","Age","19-24",12312.549686457,"12312.549686457"
"Lancashire LEP","participation_rate_per_100000_population","Age","25+",4975.59601052337,"4975.59601052337"
"Lancashire LSIP","participation_rate_per_100000_population","Age","19-24",12312.549686457,"12312.549686457"
"Lancashire LSIP","participation_rate_per_100000_population","Age","25+",4975.59601052337,"4975.59601052337"
"Leeds City Region LEP","participation_rate_per_100000_population","Age","19-24",10965.0484917613,"10965.0484917613"
"Leeds City Region LEP","participation_rate_per_100000_population","Age","25+",4630.64249775474,"4630.64249775474"
"Leicester and Leicestershire LEP","participation_rate_per_100000_population","Age","19-24",8476.67535235561,"8476.67535235561"
"Leicester and Leicestershire LEP","participation_rate_per_100000_population","Age","25+",4543.05792876845,"4543.05792876845"
"Leicester and Leicestershire LSIP","participation_rate_per_100000_population","Age","19-24",8476.67535235561,"8476.67535235561"
"Leicester and Leicestershire LSIP","participation_rate_per_100000_population","Age","25+",4543.05792876845,"4543.05792876845"
"Liverpool City Region LEP","participation_rate_per_100000_population","Age","19-24",11367.0537921922,"11367.0537921922"
"Liverpool City Region LEP","participation_rate_per_100000_population","Age","25+",5475.26631152191,"5475.26631152191"
"Liverpool City Region LSIP","participation_rate_per_100000_population","Age","19-24",11367.0537921922,"11367.0537921922"
"Liverpool City Region LSIP","participation_rate_per_100000_population","Age","25+",5475.26631152191,"5475.26631152191"
"Liverpool City Region MCA","participation_rate_per_100000_population","Age","19-24",11367.0537921922,"11367.0537921922"
"Liverpool City Region MCA","participation_rate_per_100000_population","Age","25+",5475.26631152191,"5475.26631152191"
"London LEP","participation_rate_per_100000_population","Age","19-24",9581.40835829365,"9581.40835829365"
"London LEP","participation_rate_per_100000_population","Age","25+",4855.39652728408,"4855.39652728408"
"New Anglia LEP","participation_rate_per_100000_population","Age","19-24",10921.9597433918,"10921.9597433918"
"New Anglia LEP","participation_rate_per_100000_population","Age","25+",3442.04643270957,"3442.04643270957"
"Norfolk and Suffolk LSIP","participation_rate_per_100000_population","Age","19-24",10921.9597433918,"10921.9597433918"
"Norfolk and Suffolk LSIP","participation_rate_per_100000_population","Age","25+",3442.04643270957,"3442.04643270957"
"North East LEP","participation_rate_per_100000_population","Age","19-24",11258.827636688,"11258.827636688"
"North East LEP","participation_rate_per_100000_population","Age","25+",5077.20082633523,"5077.20082633523"
"North East LSIP","participation_rate_per_100000_population","Age","19-24",13574.8784748638,"13574.8784748638"
"North East LSIP","participation_rate_per_100000_population","Age","25+",5553.47028206204,"5553.47028206204"
"North East MCA","participation_rate_per_100000_population","Age","19-24",13574.8784748638,"13574.8784748638"
"North East MCA","participation_rate_per_100000_population","Age","25+",5553.47028206204,"5553.47028206204"
"North of Tyne LSIP","participation_rate_per_100000_population","Age","19-24",8664.69034742106,"8664.69034742106"
"North of Tyne LSIP","participation_rate_per_100000_population","Age","25+",4403.04489758413,"4403.04489758413"
"North of Tyne MCA","participation_rate_per_100000_population","Age","19-24",8664.69034742106,"8664.69034742106"
"North of Tyne MCA","participation_rate_per_100000_population","Age","25+",4403.04489758413,"4403.04489758413"
"Oxfordshire LEP","participation_rate_per_100000_population","Age","19-24",6947.42558100674,"6947.42558100674"
"Oxfordshire LEP","participation_rate_per_100000_population","Age","25+",3540.0073293702,"3540.0073293702"
"Oxfordshire LSIP","participation_rate_per_100000_population","Age","19-24",6947.42558100674,"6947.42558100674"
"Oxfordshire LSIP","participation_rate_per_100000_population","Age","25+",3540.0073293702,"3540.0073293702"
"Sheffield City Region LEP","participation_rate_per_100000_population","Age","19-24",9108.11115506836,"9108.11115506836"
"Sheffield City Region LEP","participation_rate_per_100000_population","Age","25+",3861.82754760214,"3861.82754760214"
"Solent LEP","participation_rate_per_100000_population","Age","19-24",10920.279073117,"10920.279073117"
"Solent LEP","participation_rate_per_100000_population","Age","25+",4670.91424286255,"4670.91424286255"
"Solent LSIP","participation_rate_per_100000_population","Age","19-24",10920.279073117,"10920.279073117"
"Solent LSIP","participation_rate_per_100000_population","Age","25+",4670.91424286255,"4670.91424286255"
"South East LEP","participation_rate_per_100000_population","Age","19-24",10932.823548164,"10932.823548164"
"South East LEP","participation_rate_per_100000_population","Age","25+",3768.93095176054,"3768.93095176054"
"South East Midlands LEP","participation_rate_per_100000_population","Age","19-24",12785.8380666468,"12785.8380666468"
"South East Midlands LEP","participation_rate_per_100000_population","Age","25+",4256.02500791754,"4256.02500791754"
"South East Midlands LSIP","participation_rate_per_100000_population","Age","19-24",12785.8380666468,"12785.8380666468"
"South East Midlands LSIP","participation_rate_per_100000_population","Age","25+",4256.02500791754,"4256.02500791754"
"South Yorkshire LSIP","participation_rate_per_100000_population","Age","19-24",9108.11115506836,"9108.11115506836"
"South Yorkshire LSIP","participation_rate_per_100000_population","Age","25+",3861.82754760214,"3861.82754760214"
"South Yorkshire MCA","participation_rate_per_100000_population","Age","19-24",9108.11115506836,"9108.11115506836"
"South Yorkshire MCA","participation_rate_per_100000_population","Age","25+",3861.82754760214,"3861.82754760214"
"Stoke-on-Trent and Staffordshire LEP","participation_rate_per_100000_population","Age","19-24",12479.8452721793,"12479.8452721793"
"Stoke-on-Trent and Staffordshire LEP","participation_rate_per_100000_population","Age","25+",4031.85604642344,"4031.85604642344"
"Stoke-on-Trent and Staffordshire LSIP","participation_rate_per_100000_population","Age","19-24",13526.5047414248,"13526.5047414248"
"Stoke-on-Trent and Staffordshire LSIP","participation_rate_per_100000_population","Age","25+",4047.30740603866,"4047.30740603866"
"Swindon and Wiltshire LEP","participation_rate_per_100000_population","Age","19-24",18034.5935919386,"18034.5935919386"
"Swindon and Wiltshire LEP","participation_rate_per_100000_population","Age","25+",3651.69973548772,"3651.69973548772"
"Swindon and Wiltshire LSIP","participation_rate_per_100000_population","Age","19-24",18034.5935919386,"18034.5935919386"
"Swindon and Wiltshire LSIP","participation_rate_per_100000_population","Age","25+",3651.69973548772,"3651.69973548772"
"Tees Valley LEP","participation_rate_per_100000_population","Age","19-24",18375.7426624993,"18375.7426624993"
"Tees Valley LEP","participation_rate_per_100000_population","Age","25+",6550.33361625633,"6550.33361625633"
"Tees Valley LSIP","participation_rate_per_100000_population","Age","19-24",18375.7426624993,"18375.7426624993"
"Tees Valley LSIP","participation_rate_per_100000_population","Age","25+",6550.33361625633,"6550.33361625633"
"Tees Valley MCA","participation_rate_per_100000_population","Age","19-24",18375.7426624993,"18375.7426624993"
"Tees Valley MCA","participation_rate_per_100000_population","Age","25+",6550.33361625633,"6550.33361625633"
"Thames Valley Berkshire LEP","participation_rate_per_100000_population","Age","19-24",10823.2530557677,"10823.2530557677"
"Thames Valley Berkshire LEP","participation_rate_per_100000_population","Age","25+",3824.72308458678,"3824.72308458678"
"Thames Valley Berkshire LSIP","participation_rate_per_100000_population","Age","19-24",10823.2530557677,"10823.2530557677"
"Thames Valley Berkshire LSIP","participation_rate_per_100000_population","Age","25+",3824.72308458678,"3824.72308458678"
"The Marches LEP","participation_rate_per_100000_population","Age","19-24",17261.5196373549,"17261.5196373549"
"The Marches LEP","participation_rate_per_100000_population","Age","25+",3636.0533013261,"3636.0533013261"
"The Marches LSIP","participation_rate_per_100000_population","Age","19-24",17261.5196373549,"17261.5196373549"
"The Marches LSIP","participation_rate_per_100000_population","Age","25+",3636.0533013261,"3636.0533013261"
"West Midlands and Warwickshire LSIP","participation_rate_per_100000_population","Age","19-24",10845.7688527814,"10845.7688527814"
"West Midlands and Warwickshire LSIP","participation_rate_per_100000_population","Age","25+",4812.03811875975,"4812.03811875975"
"West Midlands MCA","participation_rate_per_100000_population","Age","19-24",10910.2074959638,"10910.2074959638"
"West Midlands MCA","participation_rate_per_100000_population","Age","25+",5098.81384294629,"5098.81384294629"
"West of England and North Somerset LSIP","participation_rate_per_100000_population","Age","19-24",7257.03006166527,"7257.03006166527"
"West of England and North Somerset LSIP","participation_rate_per_100000_population","Age","25+",3475.93263575752,"3475.93263575752"
"West of England LEP","participation_rate_per_100000_population","Age","19-24",7257.03006166527,"7257.03006166527"
"West of England LEP","participation_rate_per_100000_population","Age","25+",3475.93263575752,"3475.93263575752"
"West of England MCA","participation_rate_per_100000_population","Age","19-24",6391.26290542713,"6391.26290542713"
"West of England MCA","participation_rate_per_100000_population","Age","25+",3302.35114857279,"3302.35114857279"
"West Yorkshire LSIP","participation_rate_per_100000_population","Age","19-24",10965.0484917613,"10965.0484917613"
"West Yorkshire LSIP","participation_rate_per_100000_population","Age","25+",4630.64249775474,"4630.64249775474"
"West Yorkshire MCA","participation_rate_per_100000_population","Age","19-24",10965.0484917613,"10965.0484917613"
"West Yorkshire MCA","participation_rate_per_100000_population","Age","25+",4630.64249775474,"4630.64249775474"
"Worcestershire LEP","participation_rate_per_100000_population","Age","19-24",11512.8642014826,"11512.8642014826"
"Worcestershire LEP","participation_rate_per_100000_population","Age","25+",3102.7336987347,"3102.7336987347"
"Worcestershire LSIP","participation_rate_per_100000_population","Age","19-24",11955.7118954815,"11955.7118954815"
"Worcestershire LSIP","participation_rate_per_100000_population","Age","25+",3106.05692072374,"3106.05692072374"
"York and North Yorkshire LEP","participation_rate_per_100000_population","Age","19-24",14504.5028187847,"14504.5028187847"
"York and North Yorkshire LEP","participation_rate_per_100000_population","Age","25+",3693.37183557822,"3693.37183557822"
"York and North Yorkshire LSIP","participation_rate_per_100000_population","Age","19-24",14504.5028187847,"14504.5028187847"
"York and North Yorkshire LSIP","participation_rate_per_100000_population","Age","25+",3693.37183557822,"3693.37183557822"
"Black Country LEP","participation_rate_per_100000_population","Level","Further education and skills: Level 2",1932.24504160024,"1932.24504160024"
"Black Country LEP","participation_rate_per_100000_population","Level","Further education and skills: Level 3",1727.94214070133,"1727.94214070133"
"Black Country LEP","participation_rate_per_100000_population","Level","Further education and skills: Basic Skills",1716.43211811548,"1716.43211811548"
"Black Country LEP","participation_rate_per_100000_population","Level","Further education and skills: No Level Assigned",1622.91318460541,"1622.91318460541"
"Black Country LEP","participation_rate_per_100000_population","Level","Education and training: Level 2",1471.84413816608,"1471.84413816608"
"Black Country LEP","participation_rate_per_100000_population","Level","Further education and skills: Full Level 3",1123.665954944,"1123.665954944"
"Black Country LEP","participation_rate_per_100000_population","Level","Further education and skills: Below Level 2 (excluding Basic Skills)",1106.40092106521,"1106.40092106521"
"Black Country LEP","participation_rate_per_100000_population","Level","Education and training: Basic Skills",1094.89089847936,"1094.89089847936"
"Black Country LEP","participation_rate_per_100000_population","Level","Apprenticeships: Advanced",1034.5281781925,"1034.5281781925"
"Black Country LEP","participation_rate_per_100000_population","Level","Education and training: Below Level 2 (excluding Basic Skills)",871.88421087844,"871.88421087844"
"Brighton and Hove, East Sussex, West Sussex LSIP","participation_rate_per_100000_population","Level","Further education and skills: Level 2",1569.0125401809,"1569.0125401809"
"Brighton and Hove, East Sussex, West Sussex LSIP","participation_rate_per_100000_population","Level","Education and training: Level 2",1282.34639987477,"1282.34639987477"
"Brighton and Hove, East Sussex, West Sussex LSIP","participation_rate_per_100000_population","Level","Further education and skills: Level 3",1019.14403617732,"1019.14403617732"
"Brighton and Hove, East Sussex, West Sussex LSIP","participation_rate_per_100000_population","Level","Further education and skills: Basic Skills",945.692213750129,"945.692213750129"
"Brighton and Hove, East Sussex, West Sussex LSIP","participation_rate_per_100000_population","Level","Further education and skills: Full Level 3",885.502525927845,"885.502525927845"
"Brighton and Hove, East Sussex, West Sussex LSIP","participation_rate_per_100000_population","Level","Apprenticeships: Advanced",790.015509392979,"790.015509392979"
"Brighton and Hove, East Sussex, West Sussex LSIP","participation_rate_per_100000_population","Level","Further education and skills: No Level Assigned",763.082821882521,"763.082821882521"
"Brighton and Hove, East Sussex, West Sussex LSIP","participation_rate_per_100000_population","Level","Further education and skills: Level 4+",653.925252442107,"653.925252442107"
"Brighton and Hove, East Sussex, West Sussex LSIP","participation_rate_per_100000_population","Level","Community learning: Personal and community development learning",624.865567942857,"624.865567942857"
"Brighton and Hove, East Sussex, West Sussex LSIP","participation_rate_per_100000_population","Level","Apprenticeships: Higher",599.755050529389,"599.755050529389"
"Buckinghamshire LEP","participation_rate_per_100000_population","Level","Further education and skills: Level 2",1180.38588235294,"1180.38588235294"
"Buckinghamshire LEP","participation_rate_per_100000_population","Level","Further education and skills: No Level Assigned",1122.33411764706,"1122.33411764706"
"Buckinghamshire LEP","participation_rate_per_100000_population","Level","Education and training: Level 2",944.953725490196,"944.953725490196"
"Buckinghamshire LEP","participation_rate_per_100000_population","Level","Further education and skills: Basic Skills",880.451764705882,"880.451764705882"
"Buckinghamshire LEP","participation_rate_per_100000_population","Level","Further education and skills: Level 3",832.075294117647,"832.075294117647"
"Buckinghamshire LEP","participation_rate_per_100000_population","Level","Apprenticeships: Advanced",759.020618556701,"759.020618556701"
"Buckinghamshire LEP","participation_rate_per_100000_population","Level","Further education and skills: Full Level 3",754.672941176471,"754.672941176471"
"Buckinghamshire LEP","participation_rate_per_100000_population","Level","Further education and skills: Level 4+",709.521568627451,"709.521568627451"
"Buckinghamshire LEP","participation_rate_per_100000_population","Level","Apprenticeships: Higher",674.010309278351,"674.010309278351"
"Buckinghamshire LEP","participation_rate_per_100000_population","Level","Community learning: Personal and community development learning",607.216494845361,"607.216494845361"
"Buckinghamshire LSIP","participation_rate_per_100000_population","Level","Further education and skills: Level 2",1180.38588235294,"1180.38588235294"
"Buckinghamshire LSIP","participation_rate_per_100000_population","Level","Further education and skills: No Level Assigned",1122.33411764706,"1122.33411764706"
"Buckinghamshire LSIP","participation_rate_per_100000_population","Level","Education and training: Level 2",944.953725490196,"944.953725490196"
"Buckinghamshire LSIP","participation_rate_per_100000_population","Level","Further education and skills: Basic Skills",880.451764705882,"880.451764705882"
"Buckinghamshire LSIP","participation_rate_per_100000_population","Level","Further education and skills: Level 3",832.075294117647,"832.075294117647"
"Buckinghamshire LSIP","participation_rate_per_100000_population","Level","Apprenticeships: Advanced",759.020618556701,"759.020618556701"
"Buckinghamshire LSIP","participation_rate_per_100000_population","Level","Further education and skills: Full Level 3",754.672941176471,"754.672941176471"
"Buckinghamshire LSIP","participation_rate_per_100000_population","Level","Further education and skills: Level 4+",709.521568627451,"709.521568627451"
"Buckinghamshire LSIP","participation_rate_per_100000_population","Level","Apprenticeships: Higher",674.010309278351,"674.010309278351"
"Buckinghamshire LSIP","participation_rate_per_100000_population","Level","Community learning: Personal and community development learning",607.216494845361,"607.216494845361"
"Cambridgeshire and Peterborough LSIP","participation_rate_per_100000_population","Level","Further education and skills: Level 2",1321.11551648066,"1321.11551648066"
"Cambridgeshire and Peterborough LSIP","participation_rate_per_100000_population","Level","Education and training: Level 2",1042.56706421064,"1042.56706421064"
"Cambridgeshire and Peterborough LSIP","participation_rate_per_100000_population","Level","Further education and skills: Basic Skills",1036.59816880485,"1036.59816880485"
"Cambridgeshire and Peterborough LSIP","participation_rate_per_100000_population","Level","Further education and skills: Level 3",941.095842312276,"941.095842312276"
"Cambridgeshire and Peterborough LSIP","participation_rate_per_100000_population","Level","Further education and skills: Full Level 3",785.904561761837,"785.904561761837"
"Cambridgeshire and Peterborough LSIP","participation_rate_per_100000_population","Level","Apprenticeships: Advanced",768.371936059452,"768.371936059452"
"Cambridgeshire and Peterborough LSIP","participation_rate_per_100000_population","Level","Further education and skills: Level 4+",734.174134911691,"734.174134911691"
"Cambridgeshire and Peterborough LSIP","participation_rate_per_100000_population","Level","Apprenticeships: Higher",689.274824994509,"689.274824994509"
"Cambridgeshire and Peterborough LSIP","participation_rate_per_100000_population","Level","Education and training: Basic Skills",580.972486163181,"580.972486163181"
"Cambridgeshire and Peterborough LSIP","participation_rate_per_100000_population","Level","Further education and skills: Below Level 2 (excluding Basic Skills)",515.314636699534,"515.314636699534"
"Cambridgeshire and Peterborough MCA","participation_rate_per_100000_population","Level","Further education and skills: Level 2",1321.11551648066,"1321.11551648066"
"Cambridgeshire and Peterborough MCA","participation_rate_per_100000_population","Level","Education and training: Level 2",1042.56706421064,"1042.56706421064"
"Cambridgeshire and Peterborough MCA","participation_rate_per_100000_population","Level","Further education and skills: Basic Skills",1036.59816880485,"1036.59816880485"
"Cambridgeshire and Peterborough MCA","participation_rate_per_100000_population","Level","Further education and skills: Level 3",941.095842312276,"941.095842312276"
"Cambridgeshire and Peterborough MCA","participation_rate_per_100000_population","Level","Further education and skills: Full Level 3",785.904561761837,"785.904561761837"
"Cambridgeshire and Peterborough MCA","participation_rate_per_100000_population","Level","Apprenticeships: Advanced",768.371936059452,"768.371936059452"
"Cambridgeshire and Peterborough MCA","participation_rate_per_100000_population","Level","Further education and skills: Level 4+",734.174134911691,"734.174134911691"
"Cambridgeshire and Peterborough MCA","participation_rate_per_100000_population","Level","Apprenticeships: Higher",689.274824994509,"689.274824994509"
"Cambridgeshire and Peterborough MCA","participation_rate_per_100000_population","Level","Education and training: Basic Skills",580.972486163181,"580.972486163181"
"Cambridgeshire and Peterborough MCA","participation_rate_per_100000_population","Level","Further education and skills: Below Level 2 (excluding Basic Skills)",515.314636699534,"515.314636699534"
"Cheshire and Warrington LEP","participation_rate_per_100000_population","Level","Further education and skills: Level 2",1402.93552602265,"1402.93552602265"
"Cheshire and Warrington LEP","participation_rate_per_100000_population","Level","Further education and skills: Level 3",1167.24235765084,"1167.24235765084"
"Cheshire and Warrington LEP","participation_rate_per_100000_population","Level","Education and training: Level 2",1055.00751556903,"1055.00751556903"
"Cheshire and Warrington LEP","participation_rate_per_100000_population","Level","Apprenticeships: Advanced",1009.21049186735,"1009.21049186735"
"Cheshire and Warrington LEP","participation_rate_per_100000_population","Level","Further education and skills: Full Level 3",1008.24299803494,"1008.24299803494"
"Cheshire and Warrington LEP","participation_rate_per_100000_population","Level","Further education and skills: Basic Skills",852.98479982177,"852.98479982177"
"Cheshire and Warrington LEP","participation_rate_per_100000_population","Level","Further education and skills: Level 4+",845.502477016316,"845.502477016316"
"Cheshire and Warrington LEP","participation_rate_per_100000_population","Level","Apprenticeships: Higher",782.580767377836,"782.580767377836"
"Cheshire and Warrington LEP","participation_rate_per_100000_population","Level","Further education and skills: No Level Assigned",729.526473531777,"729.526473531777"
"Cheshire and Warrington LEP","participation_rate_per_100000_population","Level","Community learning: Personal and community development learning",601.985205675259,"601.985205675259"
"Cheshire and Warrington LSIP","participation_rate_per_100000_population","Level","Further education and skills: Level 2",1402.93552602265,"1402.93552602265"
"Cheshire and Warrington LSIP","participation_rate_per_100000_population","Level","Further education and skills: Level 3",1167.24235765084,"1167.24235765084"
"Cheshire and Warrington LSIP","participation_rate_per_100000_population","Level","Education and training: Level 2",1055.00751556903,"1055.00751556903"
"Cheshire and Warrington LSIP","participation_rate_per_100000_population","Level","Apprenticeships: Advanced",1009.21049186735,"1009.21049186735"
"Cheshire and Warrington LSIP","participation_rate_per_100000_population","Level","Further education and skills: Full Level 3",1008.24299803494,"1008.24299803494"
"Cheshire and Warrington LSIP","participation_rate_per_100000_population","Level","Further education and skills: Basic Skills",852.98479982177,"852.98479982177"
"Cheshire and Warrington LSIP","participation_rate_per_100000_population","Level","Further education and skills: Level 4+",845.502477016316,"845.502477016316"
"Cheshire and Warrington LSIP","participation_rate_per_100000_population","Level","Apprenticeships: Higher",782.580767377836,"782.580767377836"
"Cheshire and Warrington LSIP","participation_rate_per_100000_population","Level","Further education and skills: No Level Assigned",729.526473531777,"729.526473531777"
"Cheshire and Warrington LSIP","participation_rate_per_100000_population","Level","Community learning: Personal and community development learning",601.985205675259,"601.985205675259"
"Coast to Capital LEP","participation_rate_per_100000_population","Level","Further education and skills: Level 2",1448.21109221458,"1448.21109221458"
"Coast to Capital LEP","participation_rate_per_100000_population","Level","Education and training: Level 2",1193.29077856224,"1193.29077856224"
"Coast to Capital LEP","participation_rate_per_100000_population","Level","Further education and skills: Level 3",931.777698177512,"931.777698177512"
"Coast to Capital LEP","participation_rate_per_100000_population","Level","Further education and skills: Basic Skills",911.999397980347,"911.999397980347"
"Coast to Capital LEP","participation_rate_per_100000_population","Level","Further education and skills: Full Level 3",812.009102539129,"812.009102539129"
"Coast to Capital LEP","participation_rate_per_100000_population","Level","Further education and skills: No Level Assigned",753.772996403034,"753.772996403034"
"Coast to Capital LEP","participation_rate_per_100000_population","Level","Apprenticeships: Advanced",752.387714269497,"752.387714269497"
"Coast to Capital LEP","participation_rate_per_100000_population","Level","Further education and skills: Level 4+",687.845329079154,"687.845329079154"
"Coast to Capital LEP","participation_rate_per_100000_population","Level","Apprenticeships: Higher",636.875907514429,"636.875907514429"
"Coast to Capital LEP","participation_rate_per_100000_population","Level","Community learning: Personal and community development learning",612.941028637253,"612.941028637253"
"Cornwall and Isles of Scilly LEP","participation_rate_per_100000_population","Level","Further education and skills: Level 2",1874.68047324228,"1874.68047324228"
"Cornwall and Isles of Scilly LEP","participation_rate_per_100000_population","Level","Further education and skills: Level 3",1318.63118033143,"1318.63118033143"
"Cornwall and Isles of Scilly LEP","participation_rate_per_100000_population","Level","Education and training: Level 2",1296.389208615,"1296.389208615"
"Cornwall and Isles of Scilly LEP","participation_rate_per_100000_population","Level","Further education and skills: No Level Assigned",1118.45343488353,"1118.45343488353"
"Cornwall and Isles of Scilly LEP","participation_rate_per_100000_population","Level","Further education and skills: Full Level 3",1035.84039707963,"1035.84039707963"
"Cornwall and Isles of Scilly LEP","participation_rate_per_100000_population","Level","Apprenticeships: Advanced",1020.89348706172,"1020.89348706172"
"Cornwall and Isles of Scilly LEP","participation_rate_per_100000_population","Level","Community learning: Personal and community development learning",990.867208030493,"990.867208030493"
"Cornwall and Isles of Scilly LEP","participation_rate_per_100000_population","Level","Further education and skills: Basic Skills",870.614321471838,"870.614321471838"
"Cornwall and Isles of Scilly LEP","participation_rate_per_100000_population","Level","Apprenticeships: Intermediate",834.730557068112,"834.730557068112"
"Cornwall and Isles of Scilly LEP","participation_rate_per_100000_population","Level","Further education and skills: Full Level 2",645.017179776581,"645.017179776581"
"Cornwall and the Isles of Scilly LSIP","participation_rate_per_100000_population","Level","Further education and skills: Level 2",1874.68047324228,"1874.68047324228"
"Cornwall and the Isles of Scilly LSIP","participation_rate_per_100000_population","Level","Further education and skills: Level 3",1318.63118033143,"1318.63118033143"
"Cornwall and the Isles of Scilly LSIP","participation_rate_per_100000_population","Level","Education and training: Level 2",1296.389208615,"1296.389208615"
"Cornwall and the Isles of Scilly LSIP","participation_rate_per_100000_population","Level","Further education and skills: No Level Assigned",1118.45343488353,"1118.45343488353"
"Cornwall and the Isles of Scilly LSIP","participation_rate_per_100000_population","Level","Further education and skills: Full Level 3",1035.84039707963,"1035.84039707963"
"Cornwall and the Isles of Scilly LSIP","participation_rate_per_100000_population","Level","Apprenticeships: Advanced",1020.89348706172,"1020.89348706172"
"Cornwall and the Isles of Scilly LSIP","participation_rate_per_100000_population","Level","Community learning: Personal and community development learning",990.867208030493,"990.867208030493"
"Cornwall and the Isles of Scilly LSIP","participation_rate_per_100000_population","Level","Further education and skills: Basic Skills",870.614321471838,"870.614321471838"
"Cornwall and the Isles of Scilly LSIP","participation_rate_per_100000_population","Level","Apprenticeships: Intermediate",834.730557068112,"834.730557068112"
"Cornwall and the Isles of Scilly LSIP","participation_rate_per_100000_population","Level","Further education and skills: Full Level 2",645.017179776581,"645.017179776581"
"Coventry and Warwickshire LEP","participation_rate_per_100000_population","Level","Further education and skills: Level 2",1423.43354573108,"1423.43354573108"
"Coventry and Warwickshire LEP","participation_rate_per_100000_population","Level","Further education and skills: Basic Skills",1364.91269862726,"1364.91269862726"
"Coventry and Warwickshire LEP","participation_rate_per_100000_population","Level","Further education and skills: Level 3",1177.30174761797,"1177.30174761797"
"Coventry and Warwickshire LEP","participation_rate_per_100000_population","Level","Education and training: Level 2",1111.89609497253,"1111.89609497253"
"Coventry and Warwickshire LEP","participation_rate_per_100000_population","Level","Further education and skills: Full Level 3",943.2183592027,"943.2183592027"
"Coventry and Warwickshire LEP","participation_rate_per_100000_population","Level","Apprenticeships: Advanced",889.519651034737,"889.519651034737"
"Coventry and Warwickshire LEP","participation_rate_per_100000_population","Level","Education and training: Basic Skills",855.437088546974,"855.437088546974"
"Coventry and Warwickshire LEP","participation_rate_per_100000_population","Level","Further education and skills: Level 4+",760.771012349623,"760.771012349623"
"Coventry and Warwickshire LEP","participation_rate_per_100000_population","Level","Further education and skills: No Level Assigned",726.346984641495,"726.346984641495"
