"year","area","geographic_level","16-64 None","16-64 NVQ1","16-64 NVQ2","16-64 trade apprenticeships","16-64 NVQ3","16-64 NVQ4","16-64 Other Qualifications","16-19 None","16-19 NVQ1","16-19 NVQ2","16-19 trade apprenticeships","16-19 NVQ3","16-19 NVQ4","16-19 Other Qualifications","20-24 None","20-24 NVQ1","20-24 NVQ2","20-24 trade apprenticeships","20-24 NVQ3","20-24 NVQ4","20-24 Other Qualifications","25-29 None","25-29 NVQ1","25-29 NVQ2","25-29 trade apprenticeships","25-29 NVQ3","25-29 NVQ4","25-29 Other Qualifications","30-39 None","30-39 NVQ1","30-39 NVQ2","30-39 trade apprenticeships","30-39 NVQ3","30-39 NVQ4","30-39 Other Qualifications","40-49 None","40-49 NVQ1","40-49 NVQ2","40-49 trade apprenticeships","40-49 NVQ3","40-49 NVQ4","40-49 Other Qualifications","50-64 None","50-64 NVQ1","50-64 NVQ2","50-64 trade apprenticeships","50-64 NVQ3","50-64 NVQ4","50-64 Other Qualifications"
2019,"Greater Birmingham and Solihull","LEP","125800","125900","219800","27200","217400","446500","97800","19600","12200","39900","2500","24300","2400","1700","8100","9400","22300","4400","50500","43500","9900","10500","8900","19500","3400","21300","71700","14800","20300","23000","36500","6200","39000","105200","19800","32000","28700","39000","4800","33100","99400","22900","35400","43700","62700","5900","49100","124300","28600"
2019,"Greater Manchester","LEP","166800","180600","301900","53800","299600","651200","125200","20500","16200","61500","2200","18300","1900","3800","7600","12000","36000","5300","66300","52000","9700","11100","15300","28400","5500","38600","99700","14400","26600","30500","49900","10500","63100","190900","27200","31000","35500","49200","9100","48000","144900","31000","69900","71100","76900","21200","65400","161700","39200"
2019,"Heart of the South West","LEP","60400","114200","174400","39600","212700","356800","51200","12100","10600","28700","1200","20000","1300","c","3700","6000","18400","4200","48800","23400","4100","3800","11100","20100","1400","26300","40900","5000","6700","18000","24700","6900","33800","74300","9900","8200","22100","27200","6300","30600","93800","7600","25900","46400","55300","19600","53300","123200","24400"
2019,"Lancashire","LEP","76900","108500","169200","26100","165200","302000","45400","8500","9500","32300","1000","11800","900","600","5100","7200","13800","6300","28700","23000","5500","6100","6600","13200","c","18600","39400","4300","7900","18800","28800","4100","33600","71900","9500","18800","19400","31200","4100","28300","67700","8300","30600","47000","50000","9400","44200","99100","17100"
2019,"Leicester and Leicestershire","LEP","59200","61500","87000","18700","137800","250600","42900","5000","6900","16100","c","13000","c","2400","1700","5700","6700","1800","32800","25600","2000","3600","7600","9600","1400","14100","34700","2200","13700","7700","14700","2400","21400","62900","8000","11000","10700","11700","3100","24900","57300","11900","24200","22900","28200","9500","31700","68400","16400"
2019,"Liverpool City Region","LEP","94300","90400","183900","23800","168600","337900","66700","11600","8300","31300","700","10600","1600","1300","2300","8000","22200","2700","33700","28900","7400","9900","7800","14900","1600","19000","48500","6800","13400","13500","33500","4500","32500","87000","15100","16800","12800","29300","3000","27800","80600","12300","40200","40000","52700","11300","45100","91200","23800"
2019,"North East","LEP","108400","135700","241500","48600","221700","401500","69200","12400","12500","34400","2800","16400","900","4300","7900","10500","28000","3700","46400","34300","3700","5900","12600","19900","3700","25700","57900","6700","14400","22100","45700","7100","41400","99100","11400","14300","25800","35100","10000","38900","89700","16000","53500","52200","78400","21300","52800","119600","27000"
2019,"Stoke-on-Trent and Staffordshire","LEP","50100","66800","129900","30500","115800","242000","46700","9000","3800","20200","1400","7800","1500","2600","5500","4000","7200","5400","20500","19300","1800","2900","8200","10100","3700","10900","30200","4000","6200","12700","22300","4800","24800","53900","10200","5900","13100","26900","6600","22100","53500","10000","20700","25000","43200","8500","29800","83500","18100"
2019,"Swindon and Wiltshire","LEP","24900","46600","76900","15600","76000","160000","29700","3000","3400","13200","c","7400","c","800","1900","4300","6500","1100","8900","7200","900","1800","4100","5500","1900","10800","12300","2500","4300","7500","13100","2400","14100","39600","6500","5100","9700","12600","2600","15400","40400","8400","8700","17700","25900","7000","19400","60100","10600"
2019,"Tees Valley","LEP","44800","48900","75900","15200","76100","120700","26500","6100","4900","13600","low","4100","low","800","2600","4200","6200","1800","14200","9400","2000","2600","4200","7200","1500","8700","16900","2700","6300","9200","13900","1800","15000","28900","6400","8300","7200","12400","2700","15800","27600","5000","18900","19200","22600","7200","18400","37600","9700"
2019,"Thames Valley Berkshire","LEP","29600","48400","83100","11300","90200","273000","36200","5700","4400","19400","c","7800","low","800","1100","4100","5900","1500","17400","16100","700","3300","3300","6300","800","10700","27200","4000","4000","8400","12500","1200","16100","78200","9900","4500","10400","13400","2000","15000","77400","9400","11000","17800","25600","5800","23300","73600","11500"
2019,"The Marches","LEP","24900","45000","62000","16200","80200","141900","30700","2800","4000","9700","c","6500","700","1000","1400","3300","6200","1600","11500","6500","1800","1700","3300","6500","2800","8400","11500","2800","5400","5600","9000","3100","16500","31600","7400","4100","9300","9200","2300","14500","35700","7800","9600","19500","21500","6300","22800","56000","9900"
2019,"West of England","LEP","32100","76700","96300","20600","143200","334100","32900","7800","7400","18200","1200","12400","700","700","3200","7300","8400","2600","36200","29600","2600","1300","5500","11400","1800","13600","46400","3300","4100","11800","16000","3300","26300","93400","9400","4300","12300","15000","5300","22400","75000","5200","11400","32300","27400","6500","32400","88900","11800"
2019,"Worcestershire","LEP","25500","34400","59000","12200","68900","129200","18800","4500","1600","11600","c","5500","c","c","1500","2600","3600","2200","13800","5600","c","2900","c","4800","c","7500","16900","2400","2800","4800","8800","2700","10600","25800","6300","2400","7900","9100","3100","11200","34000","4200","11400","16600","21100","4300","20200","46900","5400"
2019,"Buckinghamshire","LEP","19800","29300","50800","7300","54700","147400","16600","2000","2800","14300","c","3800","c","1300","c","1500","3000","c","12700","13400","c","2200","3200","4400","c","3800","8700","c","3400","4000","5300","1700","8000","29100","5300","4600","4900","8400","2200","11000","45600","4800","7100","13000","15200","2400","15400","50300","3800"
2019,"Coast to Capital","LEP","46400","80100","137600","24800","161200","454400","42300","6600","7200","22700","c","17000","1700","3700","2100","2500","10100","1900","35500","31900","2300","2400","4300","10100","4400","11700","53000","3200","7600","5900","28500","3000","30100","98200","6500","7800","20700","22400","4500","28700","120500","10700","20000","39500","43800","10000","38200","149100","15900"
2019,"Derby, Derbyshire, Nottingham and Nottinghamshire","LEP","101300","150900","217300","51800","287500","462300","91800","15400","11600","38600","3000","24000","1100","2000","7800","12600","19900","6100","59300","37000","5000","7200","13000","15800","6400","40900","53200","9200","12000","26500","37900","6500","49200","107400","27500","13700","32100","38800","6700","43400","112000","22800","45200","55100","66300","23000","70700","151700","25300"
2019,"Enterprise M3","LEP","40200","78000","137100","23000","151100","457400","41300","10400","7100","28000","c","16300","c","1400","2700","4800","13100","c","26400","36200","c","2600","6100","8500","3700","18900","42900","4700","6600","11500","21500","3300","30900","110200","13200","3300","16000","21500","4000","24000","127200","5700","14700","32500","44500","10200","34600","140200","15100"
2019,"Hertfordshire","LEP","48600","61700","137700","19300","111800","328800","35200","5000","2800","21900","c","13600","2300","1600","2300","7100","13000","1700","18400","15000","1900","3100","3700","7600","c","8400","46700","3900","10400","11500","25400","2600","20400","89600","6800","10700","14600","26900","3900","21900","78600","10600","17100","22000","42900","9900","29100","96600","10400"
2019,"London","LEP","406500","392800","659300","70300","742800","3280300","503300","58900","47800","157800","1500","79800","7900","9300","18800","27500","66200","7100","172000","236700","23800","30600","36900","54300","10300","77300","523900","55100","67900","65800","112900","13700","147400","1098600","143000","83100","84400","107200","9700","110900","726600","136000","147200","130400","161000","28000","155400","686600","136200"
2019,"New Anglia","LEP","64900","145800","182300","25900","179800","302600","57200","7700","14200","26500","c","11300","1400","2200","c","9900","20700","3200","26100","19500","4600","6200","11100","14800","c","25700","30500","4900","10300","23700","38200","3800","34500","65300","13400","12600","28300","31900","5300","30300","71500","12400","27500","58600","50200","12700","51900","114400","19800"
2019,"Oxfordshire","LEP","20400","34900","60200","13700","63900","213400","13000","3900","3700","11700","2000","5000","c","c","1700","2200","8100","c","14100","10200","c","1900","2600","9800","2500","7600","23500","c","3800","7100","4700","2900","10900","62100","2500","1000","6500","6100","2300","14100","53900","4000","8200","12900","19900","2700","12200","62700","5900"
2019,"Sheffield City Region","LEP","72000","90500","143600","30300","175300","307700","59400","10800","9500","26300","1100","12900","c","1400","6600","8300","17400","1300","34100","29200","5500","6700","8300","11100","3800","24000","42600","6400","11700","12700","27300","6200","33400","78000","10200","9600","17600","21100","5600","26400","73900","12200","26600","34200","40500","12200","44500","82800","23700"
2019,"Solent","LEP","48500","90200","122800","23300","159500","280900","42100","9900","7400","20300","c","14600","1400","2000","1700","8900","13200","1400","35200","22100","4000","1800","5900","11500","2100","17800","39600","3900","6300","15000","18800","2800","27900","64400","6600","8300","15900","23700","4000","26300","65000","9600","20600","37000","35400","12300","37700","88400","16000"
2019,"South East","LEP","201400","323800","450200","75700","444300","879400","169400","26200","23300","78100","1400","36200","3500","8000","8600","19700","39900","8000","92900","44500","12200","14800","24300","40000","5300","44300","103700","14200","31300","47200","79600","6900","96900","218100","41900","35400","68600","76500","14900","79200","223100","33500","85200","140700","136000","39300","94800","286600","59600"
2019,"South East Midlands","LEP","73300","114500","176200","23700","175100","387000","98700","10200","8500","36000","c","17200","2000","2600","3700","8700","16600","3400","23300","27000","6600","6900","5400","11300","3000","24100","40100","13000","11200","17400","34700","2300","37600","106300","29700","12200","21600","31000","5800","31200","96100","21400","29100","53000","46700","9100","41600","115600","25400"
2019,"York and North Yorkshire","LEP","22800","54500","78800","18000","90300","198500","23000","3000","3900","15500","c","8700","1100","1600","1100","4400","5400","1800","16800","14400","1500","2200","4000","4500","c","10900","21200","3400","1100","8000","13200","2500","18300","43000","2900","3200","12400","12300","2000","14400","46100","6100","12100","21800","27900","11100","21400","72600","7400"
2019,"Greater Cambridge and Greater Peterborough","LEP","33700","55800","87100","9800","90600","220200","27900","6300","7200","14600","c","6800","low","c","3700","4500","10000","c","12500","19400","600","1200","2600","9100","c","9800","25200","5200","4100","8500","12900","2100","21000","57500","6900","7000","9100","13600","1200","18700","55100","6300","11400","23900","26900","5200","21800","62500","8000"
2019,"Greater Lincolnshire","LEP","45700","83200","131900","24100","134400","194500","44900","7900","5400","23400","1800","5900","1000","900","1400","5000","10300","2400","23000","11800","3700","2800","7700","9800","1800","18500","18100","5300","7600","13300","23100","3800","25500","44100","11300","6700","16600","24600","3600","20700","48000","7800","19400","35300","40700","10600","40800","71500","15900"
2019,"Hull and East Yorkshire","LEP","31600","44100","61400","13900","68400","115300","26000","4600","4500","8600","c","4200","1000","c","1000","3600","5900","2100","12400","8900","c","2300","4000","8300","1500","6800","12400","2300","5900","5800","10300","2000","14500","25300","4500","4400","7300","10500","2500","11700","28400","7700","13400","18800","17900","5800","18800","39300","9300"
2019,"Leeds City Region","LEP","136700","176300","233000","47200","248500","479700","125000","13400","17800","46100","1600","21200","1900","6000","9300","10900","23800","4800","60600","44800","10300","9200","17300","17300","3700","32100","65200","14400","25700","38100","40000","8400","44900","119600","30500","25900","33100","43100","7400","39000","111800","27300","53300","59000","62700","21200","50700","136500","36500"
2020,"Black Country","LEP","92200","83800","128700","21200","120000","212800","72100","9600","10700","21600","c","9400","c","1800","5400","3900","13700","5500","22500","18400","4800","6200","8900","11700","3900","12000","29000","11500","17600","13700","23800","3700","26400","63000","16600","13600","14400","23700","2000","19700","47400","13700","39700","32400","34100","5800","30100","55100","23600"
2020,"Cheshire and Warrington","LEP","29200","50500","92100","20300","107200","237100","16400","3000","6800","17100","c","7900","1000","c","3900","3200","6400","1500","13300","17200","c","c","2400","8000","2000","14500","23800","2000","4200","8000","13700","3100","19300","58200","3000","3400","8600","17600","2600","20700","57400","3400","14800","21500","29300","11100","31400","79500","7700"
2020,"Cornwall and Isles of Scilly","LEP","16800","39400","55800","12700","71800","111800","17500","2200","3300","10000","c","4500","1600","c","c","3400","c","c","11900","3600","c","c","1900","4800","c","7500","7700","c","3300","5100","7900","3600","14900","25700","3900","c","4500","9600","2800","12600","27600","3600","9300","21200","22200","3500","20500","45700","7900"
2020,"Coventry and Warwickshire","LEP","32200","59400","83800","15900","104400","257700","33900","7400","3600","18200","c","9100","c","1200","2100","7400","6900","c","25700","16600","1400","3200","2900","4400","1400","8600","33100","2800","3900","10100","14000","1700","18900","71900","9100","5800","12500","18900","2700","19400","61300","8500","9700","22800","21400","8700","22900","74300","11000"
2020,"Cumbria","LEP","12300","41500","44900","16300","51600","109200","11500","1200","4600","4900","c","4600","c","2300","c","2600","2900","3000","5300","7500","c","c","1900","3300","c","8900","10200","c","c","4500","7000","3100","9800","25200","1500","1600","7800","9700","1900","8600","25600","1200","8800","20000","17200","6500","14400","40600","4100"
2020,"Dorset","LEP","22400","41700","79900","20100","83500","173400","24000","4600","2200","16800","c","5000","c","900","3400","c","6500","c","14700","11800","2400","c","2500","4900","1300","9100","18800","2400","3300","7000","9000","3200","19800","35000","7700","2700","6700","14700","5300","13000","43500","4500","8100","22000","28100","9600","21900","64300","6100"
2020,"Gloucestershire","LEP","21100","38800","56300","9100","65500","171200","17000","3100","3600","12200","c","6200","c","c","3200","2400","5500","c","10600","9000","c","c","1600","4000","c","6700","20900","c","2200","9600","5400","1700","10700","40200","4200","2600","5500","12300","2300","11200","39600","5100","9400","16100","16900","4000","20100","61300","6300"
2020,"Greater Birmingham and Solihull","LEP","103100","123800","229200","26600","237400","479800","72200","12300","15800","44200","c","20300","c","c","6600","8900","20700","3300","62400","50700","2600","10700","9700","20700","4000","29800","80100","3800","19300","19900","41600","5900","35600","116900","20900","17600","29900","43200","4600","35600","101200","18300","36600","39700","58700","8200","53600","129500","26700"
2020,"Greater Manchester","LEP","137700","198800","284100","57100","301700","699500","104800","19300","21700","50700","1600","27000","2100","3500","7900","13700","32800","4200","64900","54800","8400","4600","13800","21500","4900","39200","115600","10300","20500","36700","48400","9100","64300","193500","29100","28400","35800","46400","11200","50100","158600","17800","57000","77100","84300","26300","56200","174900","35800"
2020,"Heart of the South West","LEP","56600","116800","161000","45300","208600","368600","50600","11200","9400","30200","1500","17200","2500","c","6400","10000","15900","5500","40400","29000","4100","2300","7100","9600","2200","34300","46700","6300","6400","16600","26000","6700","32800","86600","7200","5700","18300","25400","8200","32500","86900","11300","24500","55300","53800","21200","51300","117000","20800"
2020,"Lancashire","LEP","69000","96300","169500","28000","162500","320300","44500","7400","8300","37000","c","12800","c","c","4200","7500","13900","3400","24300","30700","4100","8400","5900","9700","1500","19600","38900","2600","12100","11800","27300","8200","30000","75100","10300","10500","21300","31500","6200","28400","66500","10700","26400","41500","50200","8700","47300","109100","16500"
2020,"Leicester and Leicestershire","LEP","49200","67000","83000","16200","122800","263900","54700","6700","6300","19100","c","11800","c","3000","c","4100","7100","2800","19000","26500","5200","3900","4400","5100","c","18200","32200","7400","10200","10300","12200","c","24300","64100","12400","11200","15800","14700","2500","18400","63600","11200","15800","26100","24800","9000","31100","77400","15400"
2020,"Liverpool City Region","LEP","91500","90900","167300","28700","165900","364300","53600","10400","6400","31700","c","12500","2100","2000","3800","8000","13500","3500","36500","32800","4300","6500","7400","10900","2700","18900","55000","4300","19000","9600","29100","3300","29000","99300","9600","14600","15800","27100","4400","26400","80800","11500","37200","43700","54900","14800","42600","94300","21900"
2020,"North East","LEP","97100","137700","230700","42200","224100","424100","64000","14500","12700","33100","2300","18200","1900","1600","6100","11000","23100","4900","43800","37400","6100","5400","11700","19500","3800","24200","60200","6600","15500","15800","41900","5000","47500","103200","12100","12000","27800","36500","6100","35600","98800","11300","43600","58800","76700","20200","54800","122600","26400"
2020,"Stoke-on-Trent and Staffordshire","LEP","55700","63000","110900","19300","126500","255800","49400","7700","6300","19100","1800","9400","c","c","4600","3000","9900","1400","22400","16600","4800","3900","6200","8200","2800","12700","34300","1500","6900","8100","23600","3600","25500","54100","13700","9700","12000","16700","3300","24100","63700","6500","22900","27400","33500","6400","32400","86600","21800"
2020,"Swindon and Wiltshire","LEP","21500","50600","85000","14100","78500","163300","18400","2700","3300","15300","c","6900","c","900","1200","3700","4200","2500","10800","7600","1500","1300","2700","7300","c","10900","13900","1600","4200","13700","13100","3200","13000","38400","2400","3800","9100","14300","2100","12700","48000","3100","8400","18200","30900","5400","24100","55500","8900"
2020,"Tees Valley","LEP","34500","44900","73200","16100","83800","135500","20500","5100","5000","12600","low","5600","c","low","1900","4300","7800","800","15200","9000","600","1500","2500","4600","1500","10000","19700","2900","4300","8300","12500","2600","17900","32500","4500","6300","5800","12800","2100","14100","32400","3400","15400","18900","22800","8600","21000","41500","8700"
2020,"Thames Valley Berkshire","LEP","20900","46200","83600","11600","86900","288200","34500","4700","4300","19500","c","8800","c","1000","c","4000","6300","2100","15200","16200","2200","1700","3400","6300","1400","10400","28600","3100","2300","8100","14000","900","16000","79600","7600","3200","7700","12300","1400","14100","82900","10900","8900","18700","25300","5500","22500","80700","9700"
2020,"The Marches","LEP","20300","44800","68100","12100","79700","150400","26300","3300","4500","11600","c","5800","c","1300","c","2500","5000","1200","12100","8500","c","2400","3100","7500","700","10800","10000","700","3000","7600","11500","2000","13400","34200","5500","2500","9700","7600","2000","11800","36300","6900","8500","17400","25000","5800","25800","61000","11200"
2020,"West of England","LEP","27300","69900","106300","20000","133700","357100","29300","5400","7200","24900","c","9800","c","1300","3100","7600","12500","c","31800","28300","c","c","5800","8200","2700","14900","48400","1800","5600","8600","15800","2600","23300","99000","6300","4500","9400","14900","3900","24800","82900","8200","8400","31300","30000","8500","28900","98400","11200"
2020,"Worcestershire","LEP","21100","33000","64300","10700","67600","133200","19700","4000","3300","11400","c","5500","c","c","c","c","5200","1900","11700","9900","c","1800","c","5900","900","11400","17200","c","5200","6200","13800","1800","11000","27900","4600","3500","6700","7800","1500","8700","31400","6400","6000","14400","20300","4200","19300","46900","7300"
2020,"Buckinghamshire","LEP","17800","31100","46800","4500","61300","147300","17000","3500","c","8500","c","7200","c","c","c","1800","5900","c","10700","12400","c","c","2400","2000","c","7300","16300","c","1900","6000","3600","1400","11500","28500","5100","2900","6700","10800","c","9700","37600","4400","8100","13100","16000","2100","14800","52300","5300"
2020,"Coast to Capital","LEP","38000","91100","146800","24600","165100","429200","54400","11000","10600","28700","c","12400","c","1300","2700","9800","7700","2600","29700","23900","3000","c","4500","9300","5800","16700","42700","4500","5300","12300","16500","3300","28500","104200","13200","4400","19100","30100","4500","31500","109900","11300","13800","34800","54500","7200","46400","147000","21100"
2020,"Derby, Derbyshire, Nottingham and Nottinghamshire","LEP","83200","140500","238900","42000","255500","523500","77100","17200","11800","46500","c","14000","3700","1600","5500","7600","29800","6000","49100","40700","6600","6900","14400","16300","4300","31000","63400","7300","9500","22500","36500","7700","47200","126200","17300","9800","25100","41000","7400","44800","125100","13900","34300","59100","68800","16700","69500","164400","30300"
2020,"Enterprise M3","LEP","34700","72300","126900","18200","149600","485300","42600","9600","4400","37600","c","14800","c","3200","c","5400","9400","c","30000","29800","3100","3800","5500","9200","c","22900","46400","4300","3300","4200","11700","c","25000","120000","10600","2500","16800","15700","9600","25100","135800","9300","14900","36100","43100","5800","31800","152200","12100"
2020,"Hertfordshire","LEP","34900","71200","122300","18600","103500","351800","43200","5700","5500","23700","c","11700","c","2400","2000","5000","7100","2200","15000","25000","1700","c","5500","10000","c","8500","39300","6300","4800","13300","20900","2400","18000","101500","5500","5300","12200","19700","2600","23200","93000","12600","15700","29600","41000","9600","27100","93000","14600"
2020,"London","LEP","317600","369000","603500","60200","722200","3587600","432100","57300","39200","167900","1700","81800","7500","8600","15400","17100","56400","12000","164400","265600","17700","8600","35100","39000","4400","95500","563200","33900","57300","62000","71900","8200","125300","1208500","110800","64500","71100","104700","9400","103800","801800","125800","114600","144600","163600","24400","151300","741000","135200"
2020,"New Anglia","LEP","62300","130700","164500","33700","184600","333000","49700","12600","11000","24900","1800","11400","c","c","c","11000","10500","4600","28800","25300","2600","4200","10200","12500","c","26500","36000","3200","4100","19000","37400","5900","36400","74600","13200","9100","22700","30200","7300","32800","73900","12600","31700","56700","49000","13300","48800","122300","17600"
2020,"Oxfordshire","LEP","19700","41300","57900","4700","59200","224500","16000","4100","4700","14300","c","9100","c","c","c","4600","5900","c","14900","11800","c","c","3000","5000","c","4400","27600","c","2200","5300","5100","c","4100","66900","5900","3100","6700","9300","c","11600","56100","4100","8100","16900","18400","3200","15000","61200","3600"
2020,"Sheffield City Region","LEP","59200","93900","143100","34200","166800","327200","54200","12000","9300","25700","c","11100","2300","2700","5600","10900","14000","6400","25800","35200","4100","4900","5300","11600","1700","22000","48800","7000","9900","12800","23000","7000","31500","82800","13900","9500","14500","22600","4200","27100","74500","11400","17300","41100","46300","14600","49300","83700","15100"
2020,"Solent","LEP","37900","83200","122300","22100","157800","309200","32500","6800","6300","20400","1600","12100","c","c","1500","8400","13700","1700","37500","25800","1800","2300","5900","12700","1800","15700","37600","1300","4700","12000","16200","2300","33100","80700","8500","5100","17600","17200","4100","24800","64000","7100","17500","33000","42100","10600","34600","101100","13600"
2020,"South East","LEP","148600","308700","467400","81800","465900","950600","126600","18400","21800","88200","2900","34100","1400","4500","4400","22000","31200","9700","79300","73100","8900","13400","18300","43900","3500","46100","111700","7800","22800","52200","73500","8700","116400","228600","24200","17500","61000","83700","17100","86600","237600","28400","72100","133400","146900","39900","103500","298200","52700"
2020,"South East Midlands","LEP","59300","117900","176100","25600","192700","414700","70500","6300","9200","39900","c","13800","2000","600","4400","9400","16700","3000","38400","21000","3600","4100","4900","12900","1300","21600","52400","5000","11300","20800","26700","2200","35700","126300","18300","7100","20600","30900","4700","35700","95400","23900","26000","53000","49000","14200","47600","117700","19100"
2020,"York and North Yorkshire","LEP","23300","49200","84600","16300","90600","196600","23600","4200","2900","17800","1100","7600","c","c","1300","c","7700","c","20400","12700","c","700","4400","6200","1400","8300","24600","c","5000","8400","13300","700","20500","37200","4900","1700","8300","12900","3200","16800","42900","8300","10300","24100","26800","9200","17000","78800","9300"
2020,"Greater Cambridge and Greater Peterborough","LEP","24900","49000","92000","12900","91600","230700","23600","4700","5400","17700","c","8000","c","c","c","2600","10100","c","15400","17500","2200","1000","3300","7000","3600","11200","24600","2500","4300","9100","18900","c","17100","58800","3100","5600","7800","13800","1200","16800","59100","6800","8100","20900","24600","5700","23000","70300","9000"
2020,"Greater Lincolnshire","LEP","48900","74600","135000","21900","130100","203100","44400","8500","5500","21800","c","9600","c","1300","1800","4500","8300","2200","21100","18100","2400","1800","5300","9800","1400","18200","21500","1700","11500","10200","26400","3900","27400","42000","9400","6500","12600","26300","3200","18700","45200","11600","18900","36400","42300","11000","35100","75500","18000"
2020,"Hull and East Yorkshire","LEP","27500","47200","67700","12600","65900","119400","19200","4300","2800","10500","c","3100","c","c","c","3000","8600","1700","10700","7600","c","2900","3000","5500","c","10300","15800","1700","4600","8200","9500","1600","12500","28600","4500","4200","10200","13100","1800","12000","29400","2700","11500","20000","20400","6700","17400","36800","9200"
2020,"Leeds City Region","LEP","108800","155600","218700","47200","267100","546300","104900","12300","19100","48100","c","24600","1700","3100","5400","8800","21400","6700","64400","50000","7300","7300","12700","15800","5700","24700","83400","8300","22400","29300","30800","10400","45500","142600","23700","17900","27000","42300","8400","45700","117300","27500","43500","58700","60300","15200","62200","151400","34900"
2021,"Black Country","LEP","72500","81000","129700","25300","122400","227800","76800","7000","7000","22900","c","8500","c","2700","2900","3800","13300","2900","17000","14400","5200","7400","5300","11300","3300","6300","33000","5500","14000","10200","23000","3800","24700","64300","19400","9500","16400","22500","2700","22700","49500","17300","31700","38200","36800","12100","43200","66700","26700"
2021,"Cheshire and Warrington","LEP","28200","47600","98000","22400","90800","243300","23600","5500","2800","16600","c","8600","c","c","c","c","4000","1600","17100","16600","c","2600","c","7600","4400","11900","22800","c","3300","7200","14300","3000","16500","59700","5000","4000","12300","19700","4100","15300","53900","7200","10500","21700","35800","8700","21400","89700","8500"
2021,"Cornwall and Isles of Scilly","LEP","18100","40100","58000","17700","59500","118400","13900","4600","4300","10800","c","3700","c","c","c","2700","4000","c","12700","13300","c","c","3200","4900","3300","5100","10900","c","c","4600","10100","1400","10100","21900","3500","c","6200","9000","3000","13500","21900","2400","11000","19100","19300","9400","14400","49100","6500"
2021,"Coventry and Warwickshire","LEP","37000","50700","98300","13700","98500","254800","36700","4000","3000","24900","c","9200","c","1200","c","5100","11700","c","18400","20700","c","c","2600","8700","2100","11700","35600","2800","7600","10400","15400","2300","21300","61400","12000","8300","7300","11800","1900","14700","64700","9300","16000","22200","25700","6300","23200","72100","11400"
2021,"Cumbria","LEP","18400","37200","51800","16300","53400","95300","12000","c","4100","7500","1100","4200","c","c","c","5500","5300","c","4500","4100","c","c","1800","3300","c","9900","8000","1300","2800","3300","10300","2300","10900","21000","c","3600","5800","8600","2500","9900","21800","2700","10800","16700","16800","8500","14100","40300","5000"
2021,"Dorset","LEP","22300","48500","65300","19400","87100","178200","23400","5700","4000","9100","c","8200","c","1800","2000","4700","5400","c","14200","9200","3400","1500","2800","5300","c","11700","14000","2400","2100","6500","7600","3700","14100","47600","2900","1600","7400","11500","4400","12900","45700","6000","9300","23200","26500","8800","25900","61200","6800"
2021,"Gloucestershire","LEP","16200","37700","59500","11500","77200","164000","12500","3000","1800","9400","c","10900","c","c","c","3400","3400","c","14400","8400","c","c","2200","6100","2000","4600","17000","2000","c","6500","9300","1300","12100","40700","3200","1400","7000","11700","900","14600","39000","3000","9500","16700","19500","6400","20800","58300","4300"
2021,"Greater Birmingham and Solihull","LEP","112000","122600","201400","31300","212500","503700","84500","17700","12700","47700","c","18000","2100","3900","3900","12200","22700","4600","61900","57300","1500","3400","13700","18300","6700","24600","86100","10200","21600","21900","28700","5500","36700","131400","27600","24500","23100","31400","3200","33200","110500","14500","40900","39000","52600","9700","38100","116300","26900"
2021,"Greater Manchester","LEP","149000","171000","303400","49000","310900","698400","102500","20200","18000","59800","1200","19700","3100","4200","7900","14100","33900","7500","62500","50300","6000","8100","10100","27200","3900","39500","105800","11100","24800","30100","45100","7100","66400","208700","24200","32700","31700","48600","8400","48000","155800","20500","55300","67000","88700","21000","74700","174800","36600"
2021,"Heart of the South West","LEP","57700","114300","169000","45900","196300","384600","42800","8900","13300","26800","c","15000","c","1900","3600","10100","17300","7900","32700","23200","c","2400","6800","14500","3300","29900","43900","4100","5400","14600","34200","5800","36800","87500","10000","8300","17400","21800","7000","33500","94400","7700","29100","52100","54500","20300","48300","134200","18700"
2021,"Lancashire","LEP","65400","109300","154900","27200","175800","311200","45200","8100","12500","30200","c","11900","1400","2000","3500","9900","11000","3400","34500","23300","c","3400","9000","10700","3700","15200","40600","4300","8400","16500","28300","5000","32300","75900","9300","10600","18900","29000","4500","35600","59200","14000","31400","42500","45800","10500","46300","110900","14600"
2021,"Leicester and Leicestershire","LEP","53000","55300","108300","18800","127700","253700","37300","7800","4500","19800","c","8000","2100","1500","2400","4100","9400","1700","34100","18100","3800","c","5300","8500","1600","8700","38300","2200","11200","11400","21000","4300","26000","60500","8100","11500","7500","18700","3600","21200","67600","10000","19300","22600","30900","7600","29700","67200","11700"
2021,"Liverpool City Region","LEP","75900","82800","169400","33300","169600","378000","51100","11100","6300","28800","c","17600","2100","c","4000","2900","19500","2800","37600","28200","5300","3900","4500","14700","4300","19100","53900","4000","10700","8700","28700","5000","29900","107600","11900","11700","18200","25000","4500","27700","78200","9000","34500","42200","52900","16400","37600","108000","19800"
2021,"North East","LEP","105400","115700","225800","46800","211700","423800","85700","11700","9900","40300","c","13100","3300","5600","9300","10600","17500","6200","47100","34200","4100","8200","5800","19700","5900","26000","52700","9600","10900","17300","37800","7700","41700","109600","18100","18400","17100","36700","3600","33200","99700","16400","47000","55000","73700","22900","50600","124300","32000"
